League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,SO,Scrape_Date,Scrape_Time
La_Liga,2020-10-18,2000,Betis,Real Sociedad,2.52,3.2,2.7,1.75,1.8,1.57,2.02,1.40,None,1.47,None,2020-10-04,103
La_Liga,2020-10-18,2000,Huesca,Real Valladolid,2.58,2.86,2.92,2.63,1.33,2.13,1.5,1.35,None,1.44,None,2020-10-04,103
La_Liga,2020-10-18,2000,Eibar,CA Osasuna,2.33,3.0,3.15,2.25,1.45,1.91,1.65,1.31,None,1.53,None,2020-10-04,103
La_Liga,2020-10-18,2000,Athletic Bilbao,Levante,1.95,3.2,4.0,2.33,1.42,2.05,1.55,1.21,None,1.78,None,2020-10-04,103
Premier_League,2020-10-19,2000,Leeds United,Wolverhampton,2.67,3.1,2.62,2.02,1.57,1.75,1.78,1.42,None,1.42,None,2020-10-04,109
Champions,2020-10-20,1755,Zenit Sao Petersburgo,Club Brugge,1.67,3.7,4.7,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-20,1755,Dinamo Kiev,Juventus,5.3,3.75,1.6,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-20,2000,RB Leipzig,Istanbul Basaksehir,1.38,4.95,6.7,None,None,None,None,None,None,None,None,2020-10-04,59
Primeira_Liga,2020-10-20,2000,SC Farense,Famalicao,3.55,3.45,1.95,1.75,1.72,1.65,1.85,1.75,None,1.25,None,2020-10-04,106
Primeira_Liga,2020-10-20,2000,Boavista FC,Vitoria Guimaraes,3.2,3.2,2.2,2.05,1.5,1.8,1.67,1.57,None,1.31,None,2020-10-04,106
Champions,2020-10-20,2000,Chelsea,Sevilha,1.91,3.45,3.75,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-20,2000,PSG,Manchester United,1.65,3.95,4.5,None,None,None,None,None,None,None,None,2020-10-04,59
Primeira_Liga,2020-10-20,2000,CS Maritimo,Portimonense,2.3,3.15,3.05,2.05,1.5,1.8,1.67,1.33,None,1.55,None,2020-10-04,106
Primeira_Liga,2020-10-20,2000,Rio Ave FC,SL Benfica,5.85,4.55,1.45,1.38,2.33,1.5,2.05,2.54,None,1.1,None,2020-10-04,106
Primeira_Liga,2020-10-20,2000,Sporting CP,FC Porto,3.05,3.3,2.25,1.83,1.65,1.65,1.83,1.57,None,1.33,None,2020-10-04,106
Champions,2020-10-20,2000,Rennes,Krasnodar,1.8,3.6,4.05,None,None,None,None,None,None,None,None,2020-10-04,59
Primeira_Liga,2020-10-20,2000,FC Pacos Ferreira,CD Santa Clara,2.54,3.3,2.6,2.05,1.5,1.8,1.67,1.44,None,1.45,None,2020-10-04,106
Primeira_Liga,2020-10-20,2000,Belenenses SAD,Moreirense FC,2.35,3.2,2.92,2.05,1.5,1.83,1.65,1.36,None,1.53,None,2020-10-04,106
Primeira_Liga,2020-10-20,2000,Gil Vicente FC,CD Tondela,2.25,3.25,3.05,2.13,1.47,1.87,1.63,1.33,None,1.55,None,2020-10-04,106
Primeira_Liga,2020-10-20,2000,SC Braga,CD Nacional Madeira,1.35,4.75,7.75,1.55,2.0,1.8,1.67,1.05,None,2.94,None,2020-10-04,106
Champions,2020-10-20,2000,Lazio,Borussia Dortmund,2.86,3.65,2.2,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-20,2000,Barcelona,Ferencvaros,1.1,8.0,20.0,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-21,1755,Salzburgo,Lokomotiv Moscovo,1.57,4.15,4.95,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-21,1755,Real Madrid,Shakhtar Donetsk,1.36,4.95,7.0,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-21,2000,FC Midtjylland,Atalanta,4.65,4.15,1.6,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-21,2000,Inter de Milao,Borussia Monchengladbach,1.72,3.7,4.4,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-21,2000,Manchester City,FC Porto,1.4,4.9,6.35,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-21,2000,Ajax,Liverpool,4.85,3.95,1.61,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-21,2000,Olympiacos,Marselha,2.25,3.2,3.1,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-21,2000,Bayern Munique,Atletico de Madrid,1.61,3.95,4.85,None,None,None,None,None,None,None,None,2020-10-04,59
Liga_Europa,2020-10-22,1755,Standard Liege,Rangers,2.3,3.25,2.96,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,Lech Poznan,SL Benfica,4.7,3.5,1.72,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,Hapoel Beer Sheva,Slavia Praga,4.15,3.3,1.87,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,CSKA Sofia,Cluj,2.67,3.15,2.58,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,PSV Eindhoven,Granada CF,2.3,3.2,3.0,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,PAOK Salonica,AC Omonia Nicosia,1.53,3.95,5.8,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,FC Dundalk,Molde FK,3.7,3.5,1.91,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,Young Boys,AS Roma,4.15,3.5,1.8,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,Bayer Leverkusen,Nice,1.65,3.8,4.75,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,HNK Rijeka,Real Sociedad,4.35,3.75,1.72,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,Rapid Viena,Arsenal,4.45,3.75,1.7,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,1755,Napoles,AZ Alkmaar,1.47,4.33,5.85,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,Dinamo Zagreb,Feyenoord,2.4,3.2,2.86,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,Wolfsberger AC,CSKA Moscovo,3.2,3.6,2.05,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,Tottenham,Linz,1.42,4.35,6.85,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,Ludogorets,Antuerpia,2.2,3.2,3.2,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,Celtic,AC Milao,3.6,3.3,2.0,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,Maccabi Tel Aviv,Qarabag FK,1.87,3.25,4.25,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,Leicester,FC Zorya Luhansk,1.28,4.95,10.0,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,Villarreal,Sivasspor,1.42,4.2,7.2,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,Hoffenheim,Estrela Vermelha,1.42,4.33,6.8,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,SC Braga,AEK Atenas,1.78,3.55,4.25,None,None,None,None,None,None,None,None,2020-10-04,56
Liga_Europa,2020-10-22,2000,FC Slovan Liberec,Gent,3.0,3.05,2.4,None,None,None,None,None,None,None,None,2020-10-04,56
La_Liga,2020-10-25,2000,Barcelona,Real Madrid,2.25,3.65,2.76,1.45,2.25,1.4,2.4,1.38,None,1.57,None,2020-10-04,103
Champions,2020-10-27,1755,Shakhtar Donetsk,Inter de Milao,3.4,3.45,2.02,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-27,1755,Lokomotiv Moscovo,Bayern Munique,11.0,4.9,1.28,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-27,2000,Marselha,Manchester City,8.0,4.15,1.4,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-27,2000,FC Porto,Olympiacos,1.85,3.25,4.3,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-27,2000,Atalanta,Ajax,1.78,3.5,4.33,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-27,2000,Borussia Monchengladbach,Real Madrid,5.8,3.8,1.55,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-27,2000,Liverpool,FC Midtjylland,1.17,6.0,17.0,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-27,2000,Atletico de Madrid,Salzburgo,1.53,3.65,6.55,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-28,1755,Krasnodar,Chelsea,4.95,3.7,1.65,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-28,1755,Istanbul Basaksehir,PSG,8.5,4.15,1.38,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-28,2000,Club Brugge,Lazio,3.65,3.4,1.95,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-28,2000,Sevilha,Rennes,1.67,3.35,5.35,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-28,2000,Borussia Dortmund,Zenit Sao Petersburgo,1.5,3.7,7.3,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-28,2000,Ferencvaros,Dinamo Kiev,3.35,3.2,2.13,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-28,2000,Juventus,Barcelona,2.33,3.1,3.05,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-10-28,2000,Manchester United,RB Leipzig,1.88,3.4,3.95,None,None,None,None,None,None,None,None,2020-10-04,59
Champions,2020-11-03,1755,Lokomotiv Moscovo,Atletico de Madrid,4.85,3.5,1.7,None,None,None,None,None,None,None,None,2020-10-04,59
