League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Ligue_1,2020-08-30,1400,FC Metz,Monaco,4.0,3.6,1.91,1.80,1.83,1.65,1.9,1.83,None,1.22,2020-08-30,1301
RFPL,2020-08-30,1400,Lokomotiv Moscovo,Zenit Sao Petersburgo,4.1,3.4,1.55,1.61,1.78,1.6,1.8,2.10,None,1.14,2020-08-30,1306
Ligue_1,2020-08-30,1400,Nantes,Nimes,1.87,3.25,4.2,1.95,1.61,1.8,1.75,1.18,None,1.83,2020-08-30,1301
Ligue_1,2020-08-30,1400,Angers,Bordeus,2.3,2.94,3.3,2.4,1.4,2.02,1.57,1.28,None,1.55,2020-08-30,1301
Ligue_1,2020-08-30,1400,Saint-Etienne,FC Lorient,2.3,3.25,3.25,2.05,1.61,1.75,1.78,1.31,None,1.57,2020-08-30,1301
Premiership,2020-08-30,1500,Celtic,Motherwell FC,1.16,6.65,15.0,1.33,2.5,1.9,1.6,-,None,4.65,2020-08-30,1304
RFPL,2020-08-30,1600,FC Akhmat Grozny,CSKA Moscovo,3.3,3.05,1.83,1.87,1.55,1.72,1.67,1.75,None,1.22,2020-08-30,1306
RFPL,2020-08-30,1600,Rubin Kazan,Tambov,1.55,3.15,4.55,2.10,1.42,2.05,1.44,1.11,None,2.1,2020-08-30,1306
Premiership,2020-08-30,1630,Hibernian FC,Aberdeen FC,2.45,3.2,2.8,2.02,1.53,1.75,1.72,1.38,None,1.47,2020-08-30,1304
RFPL,2020-08-30,1800,PFC Sochi,Ural Sverdlovskaya Oblast,1.55,3.3,4.3,1.85,1.57,1.83,1.57,1.13,None,2.1,2020-08-30,1306
RFPL,2020-08-30,1800,Krasnodar,Rostov,1.72,3.15,3.55,1.78,1.63,1.67,1.72,1.19,None,1.85,2020-08-30,1306
Ligue_1,2020-08-30,2000,Stade Brestois 29,Marselha,4.0,3.45,1.95,1.95,1.67,1.75,1.8,1.78,None,1.22,2020-08-30,1301
Ligue_1,2020-09-10,2000,RC Lens,PSG,9.5,5.5,1.26,1.33,2.5,1.63,1.87,3.45,None,1.03,2020-08-30,1301
Championship,2020-09-11,1945,Watford,Middlesbrough,2.04,3.3,3.5,1.95,1.57,1.75,1.72,1.26,None,1.7,2020-08-30,1302
Championship,2020-09-12,1230,Birmingham,Brentford FC,3.85,3.35,1.91,1.80,1.67,1.67,1.8,1.80,None,1.22,2020-08-30,1302
Championship,2020-09-12,1500,Derby County,Reading,2.02,3.35,3.5,1.80,1.67,1.65,1.83,1.26,None,1.72,2020-08-30,1302
Championship,2020-09-12,1500,Bournemouth,Blackburn Rovers,2.0,3.3,3.6,1.83,1.65,1.67,1.8,1.25,None,1.72,2020-08-30,1302
Premier_League,2020-09-12,1500,West Brom,Leicester,3.6,3.4,1.95,1.67,1.87,1.57,2.02,1.75,None,1.25,2020-08-30,1309
Championship,2020-09-12,1500,Queens Park Rangers,Nottingham Forest,2.72,3.1,2.56,1.95,1.57,1.7,1.78,1.45,None,1.4,2020-08-30,1302
Premier_League,2020-09-12,1500,Fulham,Arsenal,5.2,3.95,1.57,1.61,1.95,1.65,1.91,2.25,None,1.13,2020-08-30,1309
Championship,2020-09-12,1500,Wycombe,Rotherham,2.72,3.15,2.54,1.72,1.75,1.57,1.95,1.45,None,1.4,2020-08-30,1302
Premier_League,2020-09-12,1500,West Ham,Newcastle,2.15,3.35,3.15,1.85,1.70,1.67,1.87,1.31,None,1.63,2020-08-30,1309
Premiership,2020-09-12,1500,Ross County,Celtic,14.5,6.4,1.17,None,None,None,None,None,None,None,2020-08-30,1304
Championship,2020-09-12,1500,Cardiff,Sheffield Wednesday,2.15,3.15,3.35,1.95,1.57,1.72,1.75,1.28,None,1.63,2020-08-30,1302
Premier_League,2020-09-12,1500,Crystal Palace FC,Southampton,2.8,3.05,2.54,2.02,1.57,1.75,1.8,1.45,None,1.38,2020-08-30,1309
Premiership,2020-09-12,1500,St Mirren,Hibernian FC,3.2,3.15,2.2,None,None,None,None,None,None,None,2020-08-30,1304
Premiership,2020-09-12,1500,Livingston FC,Hamilton Academical,1.67,3.5,5.1,None,None,None,None,None,None,None,2020-08-30,1304
Premiership,2020-09-12,1500,Aberdeen FC,Kilmarnock FC,1.95,3.35,3.65,None,None,None,None,None,None,None,2020-08-30,1304
Championship,2020-09-12,1500,Bristol City,Coventry City,2.14,3.3,3.25,1.83,1.65,1.65,1.83,1.30,None,1.63,2020-08-30,1302
Championship,2020-09-12,1500,Millwall FC,Stoke City,2.56,2.98,2.82,2.15,1.47,1.8,1.67,1.38,None,1.45,2020-08-30,1302
Championship,2020-09-12,1500,Huddersfield,Norwich City,3.05,3.15,2.3,1.85,1.65,1.65,1.85,1.55,None,1.33,2020-08-30,1302
Premier_League,2020-09-12,1500,Liverpool,Leeds United,1.27,5.95,7.85,1.42,2.35,1.75,1.78,1.05,None,3.4,2020-08-30,1309
Premiership,2020-09-12,1500,Motherwell FC,FC St Johnstone,1.95,3.35,3.7,None,None,None,None,None,None,None,2020-08-30,1304
