League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
MLS,2020-07-23,1400,Chicago Fire,Vancouver Whitecaps FC,1.61,4.05,4.7,1.55,1.95,1.57,1.9,1.15,1.16,2.18,2020-07-23,1330
Serie_A,2020-07-23,1830,Udinese,Juventus,5.6,4.2,1.6,1.67,1.95,1.67,1.88,2.25,1.18,1.12,2020-07-23,1331
Serie_A,2020-07-23,2045,Lazio,Cagliari,1.44,4.7,6.95,1.53,2.2,1.65,1.91,1.08,1.14,2.65,2020-07-23,1331
MLS,2020-07-24,100,Los Angeles Galaxy,Houston Dynamo,2.54,3.8,2.37,1.32,2.5,1.28,2.62,1.50,1.18,1.45,2020-07-23,1330
MLS,2020-07-24,330,Los Angeles FC,Portland Timbers,1.61,4.15,4.55,1.31,2.52,1.35,2.4,1.16,1.15,2.16,2020-07-23,1330
Primeira_Liga,2020-07-24,1900,Santa Clara,Vitoria Guimaraes,3.0,3.4,2.2,1.67,1.88,1.55,2.05,1.60,1.24,1.33,2020-07-23,1329
Serie_A,2020-07-24,2045,AC Milao,Atalanta,2.8,3.95,2.13,1.31,2.72,1.30,2.76,1.63,1.18,1.38,2020-07-23,1331
Primeira_Liga,2020-07-24,2115,Gil Vicente,Pacos Ferreira,2.37,3.15,2.94,1.95,1.63,1.72,1.83,1.35,1.28,1.5,2020-07-23,1329
Serie_A,2020-07-25,1615,Brescia Calcio,Parma,3.3,3.6,2.0,1.53,2.12,1.45,2.25,1.72,1.22,1.28,2020-07-23,1331
Serie_A,2020-07-25,1830,Genova,Inter de Milao,4.75,3.9,1.63,1.47,2.2,1.50,2.17,2.15,1.19,1.15,2020-07-23,1331
Primeira_Liga,2020-07-25,1900,Boavista,Rio Ave,4.3,3.75,1.72,1.70,1.85,1.67,1.88,2.00,1.2,1.18,2020-07-23,1329
Primeira_Liga,2020-07-25,1900,Maritimo,Famalicao,3.9,3.55,1.85,1.83,1.72,1.72,1.83,1.85,1.22,1.21,2020-07-23,1329
Serie_A,2020-07-25,2045,Napoles,Sassuolo,1.55,4.35,4.85,1.4,2.4,1.47,2.2,1.14,1.15,2.3,2020-07-23,1331
Primeira_Liga,2020-07-25,2115,SC Braga,FC Porto,2.63,3.55,2.4,1.55,2.05,1.47,2.2,1.50,1.23,1.42,2020-07-23,1329
Primeira_Liga,2020-07-25,2115,SL Benfica,Sporting CP,1.9,3.45,3.8,1.72,1.83,1.61,1.95,1.22,1.23,1.8,2020-07-23,1329
Premier_League,2020-07-26,1600,Southampton,Sheffield United,2.16,3.3,3.2,1.78,1.75,1.63,1.95,1.30,1.26,1.61,2020-07-23,1332
Premier_League,2020-07-26,1600,Burnley,Brighton,2.25,3.3,3.0,1.80,1.75,1.65,1.91,1.33,1.26,1.55,2020-07-23,1332
Premier_League,2020-07-26,1600,West Ham,Aston Villa,3.05,3.4,2.19,1.55,2.05,1.47,2.2,1.60,1.24,1.33,2020-07-23,1332
Premier_League,2020-07-26,1600,Manchester City,Norwich City,1.07,10.0,23.0,1.17,3.65,2.10,1.53,-,1.03,7.15,2020-07-23,1332
Premier_League,2020-07-26,1600,Newcastle,Liverpool,7.9,4.8,1.35,1.50,2.19,1.72,1.83,2.98,1.12,1.04,2020-07-23,1332
Premier_League,2020-07-26,1600,Leicester,Manchester United,3.1,3.3,2.2,1.75,1.8,1.57,2.02,1.57,1.26,1.32,2020-07-23,1332
Premier_League,2020-07-26,1600,Crystal Palace FC,Tottenham,5.8,3.95,1.53,1.67,1.88,1.75,1.8,2.35,1.18,1.1,2020-07-23,1332
Premier_League,2020-07-26,1600,Everton,Bournemouth,2.2,3.6,2.86,1.50,2.17,1.42,2.35,1.36,1.22,1.6,2020-07-23,1332
Premier_League,2020-07-26,1600,Chelsea,Wolverhampton,1.85,3.55,3.9,1.75,1.8,1.67,1.88,1.21,1.22,1.85,2020-07-23,1332
Premier_League,2020-07-26,1600,Arsenal,Watford,1.95,3.65,3.45,1.53,2.1,1.47,2.2,1.26,1.21,1.78,2020-07-23,1332
Serie_A,2020-07-26,1615,Bolonha,US Lecce,2.05,3.65,3.15,1.47,2.2,1.42,2.35,1.31,1.21,1.67,2020-07-23,1331
Serie_A,2020-07-26,1830,Hellas Verona,Lazio,3.4,3.45,2.02,1.57,2.02,1.50,2.19,1.70,1.24,1.27,2020-07-23,1331
Serie_A,2020-07-26,1830,Cagliari,Udinese,3.25,3.3,2.14,1.75,1.8,1.60,2.0,1.63,1.26,1.3,2020-07-23,1331
Serie_A,2020-07-26,1830,AS Roma,Fiorentina,1.61,4.1,4.6,1.44,2.3,1.47,2.2,1.16,1.17,2.17,2020-07-23,1331
Serie_A,2020-07-26,1830,Spal,Torino,5.4,4.05,1.55,1.55,2.05,1.60,2.0,2.30,1.17,1.12,2020-07-23,1331
Championship,2020-07-26,1830,Swansea City,Brentford FC,3.15,3.25,2.2,None,None,None,None,None,None,None,2020-07-23,1325
Primeira_Liga,2020-07-26,1930,Portimonense,Desp. Aves,1.14,6.45,20.0,1.63,1.95,None,None,None,None,None,2020-07-23,1329
Primeira_Liga,2020-07-26,1930,Vitoria Setubal,Belenenses SAD,1.57,3.75,5.55,1.75,1.8,1.75,1.78,1.11,1.2,2.2,2020-07-23,1329
Primeira_Liga,2020-07-26,1930,Moreirense,Tondela,3.15,2.68,2.58,2.10,1.53,1.75,1.8,1.44,1.38,1.31,2020-07-23,1329
Serie_A,2020-07-26,2045,Juventus,Sampdoria,1.26,5.8,9.0,1.44,2.3,1.83,1.72,1.03,1.12,3.5,2020-07-23,1331
Championship,2020-07-27,1945,Cardiff,Fulham,2.72,3.1,2.58,None,None,None,None,None,None,None,2020-07-23,1325
Premiership,2020-08-01,1500,St Mirren,Livingston FC,2.54,3.2,2.68,2.02,1.53,1.75,1.72,1.40,1.26,1.45,2020-07-23,1325
Premiership,2020-08-01,1500,Dundee United,FC St Johnstone,2.68,3.2,2.54,2.02,1.53,1.75,1.72,1.45,1.25,1.4,2020-07-23,1325
Premiership,2020-08-01,1500,Hibernian FC,Kilmarnock FC,2.1,3.4,3.25,1.83,1.65,1.67,1.8,1.28,1.23,1.65,2020-07-23,1325
Premiership,2020-08-01,1730,Aberdeen FC,Rangers,6.55,4.45,1.42,1.57,1.95,1.75,1.72,2.65,1.13,1.07,2020-07-23,1325
Premiership,2020-08-02,1630,Celtic,Hamilton Academical,1.11,7.95,18.5,1.31,2.58,2.11,1.47,-,1.05,5.55,2020-07-23,1325
Premiership,2020-08-03,1945,Ross County,Motherwell FC,2.92,3.4,2.25,1.80,1.67,1.65,1.85,1.55,1.23,1.36,2020-07-23,1325
Liga_Europa,2020-08-05,1755,Shakhtar Donetsk,Wolfsburgo,2.56,3.35,2.56,None,None,None,None,None,None,None,2020-07-23,1326
Liga_Europa,2020-08-05,1755,FC Copenhagen,Istanbul Basaksehir,2.2,3.2,3.15,None,None,None,None,None,None,None,2020-07-23,1326
Liga_Europa,2020-08-05,2000,Manchester United,Linz,1.28,5.4,9.0,None,None,None,None,None,None,None,2020-07-23,1326
Liga_Europa,2020-08-05,2000,Inter de Milao,Getafe,2.0,3.25,3.7,None,None,None,None,None,None,None,2020-07-23,1326
Liga_Europa,2020-08-06,1755,Sevilha,AS Roma,2.4,3.2,2.84,None,None,None,None,None,None,None,2020-07-23,1326
Liga_Europa,2020-08-06,1755,Bayer Leverkusen,Rangers,1.65,3.9,4.55,None,None,None,None,None,None,None,2020-07-23,1326
Liga_Europa,2020-08-06,2000,Basileia,Eintracht Frankfurt,2.58,3.35,2.54,None,None,None,None,None,None,None,2020-07-23,1326
Liga_Europa,2020-08-06,2000,Wolverhampton,Olympiacos,1.83,3.35,4.3,None,None,None,None,None,None,None,2020-07-23,1326
Champions,2020-08-07,2000,Manchester City,Real Madrid,1.7,4.15,4.0,None,None,None,None,None,None,None,2020-07-23,1328
Champions,2020-08-07,2000,Juventus,Lyon,1.4,4.4,7.2,None,None,None,None,None,None,None,2020-07-23,1328
Champions,2020-08-08,2000,Barcelona,Napoles,1.6,3.75,5.35,None,None,None,None,None,None,None,2020-07-23,1328
Champions,2020-08-08,2000,Bayern Munique,Chelsea,1.55,4.25,5.1,None,None,None,None,None,None,None,2020-07-23,1328
Champions,2020-08-12,2000,Atalanta,PSG,3.2,3.6,2.05,None,None,None,None,None,None,None,2020-07-23,1328
Champions,2020-08-13,2000,RB Leipzig,Atletico de Madrid,3.3,3.1,2.2,None,None,None,None,None,None,None,2020-07-23,1328
