League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,SO,Scrape_Date,Scrape_Time
Bundesliga,2020-10-31,1430,Colonia,Bayern Munique,12.25,7.35,1.16,1.18,3.55,1.63,1.95,4.60,None,1.02,None,2020-10-25,1520
Bundesliga,2020-10-31,1430,Eintracht Frankfurt,Werder Bremen,1.8,3.75,3.9,1.45,2.25,1.44,2.3,1.21,None,1.91,None,2020-10-25,1520
Bundesliga,2020-10-31,1430,Arminia Bielefeld,Borussia Dortmund,6.55,4.55,1.42,1.50,2.18,1.65,1.91,2.68,None,1.07,None,2020-10-25,1520
Bundesliga,2020-10-31,1430,Augsburgo,Mainz 05,1.88,3.5,3.8,1.53,2.11,1.47,2.2,1.22,None,1.83,None,2020-10-25,1520
La_Liga,2020-10-31,1500,Athletic Bilbao,Sevilha,2.9,2.86,2.6,2.35,1.42,1.95,1.63,1.44,None,1.36,None,2020-10-25,1526
Premier_League,2020-10-31,1500,Burnley,Chelsea,5.75,4.3,1.47,1.50,2.13,1.63,1.95,2.45,None,1.11,None,2020-10-25,1532
Primeira_Liga,2020-10-31,1530,Belenenses SAD,SC Farense,2.19,3.4,3.05,1.83,1.65,1.67,1.8,1.32,None,1.61,None,2020-10-25,1528
Ligue_1,2020-10-31,1600,Rennes,Stade Brestois 29,1.83,3.55,4.0,1.61,1.88,1.55,2.0,1.20,None,1.88,None,2020-10-25,1521
Premier_League,2020-10-31,1730,Liverpool,West Ham,1.35,5.3,6.55,1.35,2.56,1.57,2.04,1.07,None,2.92,None,2020-10-25,1532
Bundesliga,2020-10-31,1730,Borussia Monchengladbach,RB Leipzig,3.0,3.5,2.17,1.47,2.2,1.4,2.4,1.61,None,1.33,None,2020-10-25,1520
La_Liga,2020-10-31,1730,CA Osasuna,Atletico de Madrid,5.05,3.35,1.72,2.11,1.53,1.95,1.61,2.00,None,1.13,None,2020-10-25,1526
Eredivisie,2020-10-31,1745,FC Twente Enschede,PEC Zwolle,1.72,3.75,4.25,None,None,None,None,None,None,None,None,2020-10-25,1518
Primeira_Liga,2020-10-31,1800,Rio Ave FC,Moreirense FC,1.8,3.3,4.5,1.70,1.78,1.6,1.9,1.16,None,1.91,None,2020-10-25,1528
Eredivisie,2020-10-31,1900,Ajax,Fortuna Sittard,1.05,11.0,27.0,None,None,None,None,None,None,None,None,2020-10-25,1518
Eredivisie,2020-10-31,1900,FC Groningen,VVV Venlo,1.63,3.85,4.8,None,None,None,None,None,None,None,None,2020-10-25,1518
Serie_A,2020-10-31,1945,Bolonha,Cagliari,1.95,3.8,3.3,1.45,2.25,1.42,2.35,1.28,None,1.75,None,2020-10-25,1530
Ligue_1,2020-10-31,2000,Nantes,PSG,7.5,5.2,1.33,1.38,2.37,1.61,1.9,3.05,None,1.05,None,2020-10-25,1521
La_Liga,2020-10-31,2000,Alaves,Barcelona,6.45,4.25,1.45,1.55,2.05,1.67,1.88,2.54,None,1.08,None,2020-10-25,1526
Eredivisie,2020-10-31,2000,Willem II Tilburg,Vitesse,3.2,3.55,2.05,None,None,None,None,None,None,None,None,2020-10-25,1518
Primeira_Liga,2020-10-31,2030,CS Maritimo,CD Nacional Madeira,2.12,3.25,3.35,1.83,1.65,1.65,1.83,1.28,None,1.65,None,2020-10-25,1528
Eredivisie,2020-11-01,1115,Heracles Almelo,FC Utrecht,3.2,3.55,2.05,None,None,None,None,None,None,None,None,2020-10-25,1518
Serie_A,2020-11-01,1130,Udinese,AC Milao,4.5,3.85,1.67,1.63,1.95,1.61,1.95,2.05,None,1.17,None,2020-10-25,1530
Premier_League,2020-11-01,1200,Aston Villa,Southampton,2.25,3.6,2.76,1.57,2.02,1.47,2.2,1.40,None,1.55,None,2020-10-25,1532
Ligue_1,2020-11-01,1200,Saint-Etienne,Montpellier,2.58,3.2,2.63,1.91,1.6,1.67,1.8,1.42,None,1.44,None,2020-10-25,1521
La_Liga,2020-11-01,1300,Betis,Elche CF,1.55,3.85,5.75,1.95,1.61,2.04,1.57,1.10,None,2.3,None,2020-10-25,1526
Eredivisie,2020-11-01,1330,FC Emmen,Feyenoord,5.25,4.25,1.53,None,None,None,None,None,None,None,None,2020-10-25,1518
Eredivisie,2020-11-01,1330,Sparta Rotterdam,SC Heerenveen,3.2,3.55,2.05,None,None,None,None,None,None,None,None,2020-10-25,1518
Ligue_1,2020-11-01,1400,Dijon,FC Lorient,2.94,3.15,2.37,1.80,1.67,1.61,1.9,1.53,None,1.35,None,2020-10-25,1521
Ligue_1,2020-11-01,1400,Stade Reims,Estrasburgo,2.2,3.05,3.35,2.05,1.5,1.8,1.67,1.28,None,1.57,None,2020-10-25,1521
Ligue_1,2020-11-01,1400,Nimes,FC Metz,2.25,3.05,3.2,2.02,1.53,1.75,1.72,1.30,None,1.55,None,2020-10-25,1521
Premier_League,2020-11-01,1400,Newcastle,Everton,4.15,3.7,1.75,1.63,1.95,1.57,2.02,1.95,None,1.19,None,2020-10-25,1532
Ligue_1,2020-11-01,1400,Angers,Nice,2.25,3.2,3.1,1.87,1.63,1.65,1.83,1.32,None,1.55,None,2020-10-25,1521
Bundesliga,2020-11-01,1430,Friburgo,Bayer Leverkusen,3.6,3.45,1.95,1.65,1.9,1.55,2.05,1.75,None,1.24,None,2020-10-25,1520
Primeira_Liga,2020-11-01,1500,Portimonense,CD Santa Clara,2.35,3.35,2.82,1.91,1.6,1.72,1.75,1.38,None,1.53,None,2020-10-25,1528
La_Liga,2020-11-01,1500,Celta de Vigo,Real Sociedad,2.82,3.05,2.52,2.00,1.6,1.75,1.8,1.47,None,1.38,None,2020-10-25,1526
Eredivisie,2020-11-01,1545,PSV Eindhoven,Den Haag,1.06,9.5,31.0,None,None,None,None,None,None,None,None,2020-10-25,1518
Ligue_1,2020-11-01,1600,Monaco,Bordeus,1.95,3.35,3.75,1.67,1.8,1.57,1.95,1.23,None,1.78,None,2020-10-25,1521
Premier_League,2020-11-01,1630,Manchester United,Arsenal,2.05,3.55,3.2,1.60,2.0,1.5,2.16,1.30,None,1.67,None,2020-10-25,1532
Serie_A,2020-11-01,1700,Napoles,Sassuolo,1.5,4.55,5.0,1.31,2.72,1.38,2.45,1.14,None,2.37,None,2020-10-25,1530
Bundesliga,2020-11-01,1700,Hertha Berlin,Wolfsburgo,2.65,3.3,2.5,1.65,1.9,1.5,2.13,1.47,None,1.42,None,2020-10-25,1520
Serie_A,2020-11-01,1700,AS Roma,Fiorentina,1.78,3.8,3.95,1.50,2.18,1.47,2.2,1.21,None,1.95,None,2020-10-25,1530
Primeira_Liga,2020-11-01,1730,Gil Vicente FC,Vitoria Guimaraes,3.35,3.2,2.14,1.83,1.65,1.65,1.85,1.63,None,1.28,None,2020-10-25,1528
La_Liga,2020-11-01,1730,Granada CF,Levante,2.2,3.05,3.35,2.14,1.5,1.85,1.7,1.28,None,1.6,None,2020-10-25,1526
Eredivisie,2020-11-01,1900,AZ Alkmaar,RKC Waalwijk,1.1,9.0,17.25,None,None,None,None,None,None,None,None,2020-10-25,1518
Premier_League,2020-11-01,1915,Tottenham,Brighton,1.63,3.95,4.7,1.55,2.05,1.57,2.04,1.15,None,2.14,None,2020-10-25,1532
Primeira_Liga,2020-11-01,2000,Sporting CP,CD Tondela,1.33,4.8,8.5,1.60,1.91,1.87,1.63,1.04,None,3.0,None,2020-10-25,1528
La_Liga,2020-11-01,2000,Valencia,Getafe,3.1,2.86,2.45,2.35,1.42,1.95,1.63,1.47,None,1.32,None,2020-10-25,1526
Ligue_1,2020-11-01,2000,Lille,Lyon,2.45,3.1,2.84,1.80,1.67,1.6,1.9,1.38,None,1.47,None,2020-10-25,1521
Premier_League,2020-11-02,1730,Fulham,West Brom,2.33,3.25,2.9,1.85,1.7,1.65,1.9,1.36,None,1.53,None,2020-10-25,1532
Primeira_Liga,2020-11-02,1845,SC Braga,Famalicao,1.5,4.05,6.05,1.57,1.95,1.65,1.83,1.09,None,2.4,None,2020-10-25,1528
Bundesliga,2020-11-02,1930,Hoffenheim,1. FC Union Berlin,1.75,3.7,4.15,1.53,2.1,1.5,2.17,1.19,None,1.95,None,2020-10-25,1520
Serie_A,2020-11-02,1945,Hellas Verona,Benevento Calcio,1.8,3.5,4.15,1.63,1.95,1.55,2.05,1.19,None,1.88,None,2020-10-25,1530
La_Liga,2020-11-02,2000,Villarreal,Real Valladolid,1.55,4.0,5.35,1.80,1.75,1.85,1.7,1.12,None,2.25,None,2020-10-25,1526
Premier_League,2020-11-02,2000,Leeds United,Leicester,2.54,3.4,2.54,1.65,1.91,1.53,2.12,1.45,None,1.45,None,2020-10-25,1532
Primeira_Liga,2020-11-02,2100,Boavista FC,SL Benfica,8.0,4.55,1.36,1.67,1.8,1.95,1.57,2.92,None,1.04,None,2020-10-25,1528
