League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Championship,2020-07-30,1945,Fulham,Cardiff,2.0,3.4,3.9,None,None,None,None,None,None,None,2020-07-30,1441
MLS,2020-07-31,100,Philadelphia Union,Sporting Kansas City,3.55,3.5,1.95,None,None,None,None,None,None,None,2020-07-30,1447
MLS,2020-08-01,30,Orlando City SC,Los Angeles FC,3.6,4.05,1.8,None,None,None,None,None,None,None,2020-07-30,1447
Premiership,2020-08-01,1230,Aberdeen FC,Rangers,6.9,4.4,1.42,1.61,1.88,1.80,1.67,2.68,1.13,1.07,2020-07-30,1441
Premiership,2020-08-01,1500,Dundee United,FC St Johnstone,2.68,3.1,2.6,2.02,1.53,1.75,1.72,1.44,1.27,1.4,2020-07-30,1441
Premiership,2020-08-01,1500,St Mirren,Livingston FC,2.9,3.15,2.4,2.02,1.53,1.75,1.72,1.50,1.26,1.36,2020-07-30,1441
Premiership,2020-08-01,1500,Hibernian FC,Kilmarnock FC,2.05,3.35,3.35,1.83,1.65,1.67,1.8,1.28,1.24,1.67,2020-07-30,1441
Serie_A,2020-08-01,1700,Brescia Calcio,Sampdoria,5.4,4.15,1.53,1.36,2.54,1.42,2.35,2.35,1.16,1.12,2020-07-30,1448
Serie_A,2020-08-01,1945,AC Milao,Cagliari,1.33,5.25,7.15,1.3,2.78,1.50,2.17,1.06,1.1,3.05,2020-07-30,1448
Serie_A,2020-08-01,1945,Napoles,Lazio,2.8,3.75,2.2,1.4,2.4,1.36,2.54,1.60,1.2,1.38,2020-07-30,1448
Serie_A,2020-08-01,1945,Atalanta,Inter de Milao,2.25,3.6,2.8,1.4,2.4,1.35,2.6,1.38,1.21,1.57,2020-07-30,1448
Serie_A,2020-08-01,1945,Juventus,AS Roma,2.78,3.9,2.16,1.4,2.4,1.36,2.5,1.63,1.18,1.38,2020-07-30,1448
MLS,2020-08-02,100,San Jose Earthquakes,Minnesota United,2.25,3.3,3.0,None,None,None,None,None,None,None,2020-07-30,1447
MLS,2020-08-02,100,New York City FC,Portland Timbers,2.2,3.65,2.86,None,None,None,None,None,None,None,2020-07-30,1447
Premiership,2020-08-02,1630,Celtic,Hamilton Academical,1.08,9.0,21.5,1.28,2.7,2.25,1.42,-,1.04,6.3,2020-07-30,1441
Serie_A,2020-08-02,1700,Spal,Fiorentina,5.8,4.6,1.45,1.36,2.54,1.47,2.2,2.56,1.13,1.1,2020-07-30,1448
Serie_A,2020-08-02,1945,Bolonha,Torino,2.19,3.7,2.84,1.4,2.4,1.36,2.54,1.36,1.21,1.61,2020-07-30,1448
Serie_A,2020-08-02,1945,US Lecce,Parma,1.5,4.55,5.15,1.33,2.66,1.42,2.37,1.13,1.14,2.4,2020-07-30,1448
Serie_A,2020-08-02,1945,Genova,Hellas Verona,1.5,4.33,5.35,1.45,2.25,1.53,2.1,1.12,1.15,2.4,2020-07-30,1448
Serie_A,2020-08-02,1945,Sassuolo,Udinese,2.05,3.55,3.2,1.42,2.35,1.36,2.52,1.31,1.22,1.67,2020-07-30,1448
Premiership,2020-08-03,1945,Ross County,Motherwell FC,3.1,3.35,2.18,1.83,1.65,1.65,1.83,1.61,1.24,1.32,2020-07-30,1441
Liga_Europa,2020-08-05,1755,FC Copenhagen,Istanbul Basaksehir,2.2,3.2,3.15,None,None,None,None,None,None,None,2020-07-30,1444
Liga_Europa,2020-08-05,1755,Shakhtar Donetsk,Wolfsburgo,2.25,3.45,2.9,None,None,None,None,None,None,None,2020-07-30,1444
Liga_Europa,2020-08-05,2000,Inter de Milao,Getafe,1.83,3.5,4.1,None,None,None,None,None,None,None,2020-07-30,1444
Liga_Europa,2020-08-05,2000,Manchester United,Linz,1.25,5.7,9.5,None,None,None,None,None,None,None,2020-07-30,1444
Liga_Europa,2020-08-06,1755,Bayer Leverkusen,Rangers,1.65,3.9,4.6,None,None,None,None,None,None,None,2020-07-30,1444
Liga_Europa,2020-08-06,1755,Sevilha,AS Roma,2.15,3.2,3.3,None,None,None,None,None,None,None,2020-07-30,1444
Liga_Europa,2020-08-06,2000,Wolverhampton,Olympiacos,1.78,3.45,4.45,None,None,None,None,None,None,None,2020-07-30,1444
Liga_Europa,2020-08-06,2000,Basileia,Eintracht Frankfurt,2.35,3.5,2.72,None,None,None,None,None,None,None,2020-07-30,1444
Champions,2020-08-07,2000,Juventus,Lyon,1.4,4.55,6.85,None,None,None,None,None,None,None,2020-07-30,1446
Champions,2020-08-07,2000,Manchester City,Real Madrid,1.67,4.2,4.1,None,None,None,None,None,None,None,2020-07-30,1446
RFPL,2020-08-08,1400,FK Khimki,CSKA Moscovo,4.65,3.2,1.53,1.80,1.6,1.78,1.61,2.14,1.2,1.1,2020-07-30,1443
RFPL,2020-08-08,1630,Tambov,Rostov,3.35,3.05,1.8,1.78,1.61,1.65,1.75,1.75,1.23,1.21,2020-07-30,1443
Champions,2020-08-08,2000,Bayern Munique,Chelsea,1.55,4.25,5.1,None,None,None,None,None,None,None,2020-07-30,1446
Champions,2020-08-08,2000,Barcelona,Napoles,1.6,3.75,5.35,None,None,None,None,None,None,None,2020-07-30,1446
RFPL,2020-08-09,1500,FC Ufa,Krasnodar,3.55,2.9,1.8,2.04,1.45,1.83,1.57,1.75,1.26,1.19,2020-07-30,1443
RFPL,2020-08-09,1700,Arsenal Tula,FC Akhmat Grozny,2.2,2.84,2.65,1.85,1.57,1.65,1.75,1.35,1.27,1.47,2020-07-30,1443
RFPL,2020-08-09,1800,Spartak Moscovo,PFC Sochi,1.72,3.1,3.6,1.78,1.61,1.67,1.72,1.18,1.22,1.85,2020-07-30,1443
RFPL,2020-08-10,1500,Ural Sverdlovskaya Oblast,Dinamo Moscovo,2.54,2.9,2.25,1.85,1.57,1.65,1.75,1.47,1.26,1.38,2020-07-30,1443
RFPL,2020-08-11,1600,Rotor Volgograd,Zenit Sao Petersburgo,5.75,3.9,1.33,1.67,1.72,1.90,1.53,2.68,1.13,1.05,2020-07-30,1443
RFPL,2020-08-11,1800,Rubin Kazan,Lokomotiv Moscovo,3.0,2.7,2.1,2.04,1.45,1.75,1.65,1.55,1.3,1.27,2020-07-30,1443
Champions,2020-08-12,2000,Atalanta,PSG,2.76,3.65,2.25,None,None,None,None,None,None,None,2020-07-30,1446
Champions,2020-08-13,2000,RB Leipzig,Atletico de Madrid,3.2,3.1,2.25,None,None,None,None,None,None,None,2020-07-30,1446
