League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
RFPL,2020-07-22,1700,Rubin Kazan,Spartak Moscovo,2.68,2.8,2.2,2.00,1.47,1.75,1.65,1.50,1.27,1.33,2020-07-22,1450
RFPL,2020-07-22,1700,Dinamo Moscovo,FK Gazovik Orenburg,1.53,3.15,4.8,1.95,1.5,1.91,1.53,1.09,1.21,2.15,2020-07-22,1450
RFPL,2020-07-22,1700,FC Ufa,Arsenal Tula,2.4,2.82,2.45,2.00,1.47,1.75,1.65,1.40,1.27,1.42,2020-07-22,1450
RFPL,2020-07-22,1700,CSKA Moscovo,Tambov,1.26,4.65,5.8,1.53,1.9,1.85,1.57,1.05,1.08,3.05,2020-07-22,1450
RFPL,2020-07-22,1700,Ural Sverdlovskaya Oblast,Lokomotiv Moscovo,3.1,3.3,1.8,1.50,1.95,1.45,2.04,1.75,1.2,1.25,2020-07-22,1450
RFPL,2020-07-22,1700,Krasnodar,FC Akhmat Grozny,1.3,3.85,6.6,1.67,1.72,1.95,1.5,1.03,1.17,2.86,2020-07-22,1450
RFPL,2020-07-22,1700,Rostov,Zenit Sao Petersburgo,2.17,3.05,2.56,1.53,1.9,1.42,2.1,1.36,1.23,1.5,2020-07-22,1450
Premier_League,2020-07-22,1800,Manchester United,West Ham,1.27,6.45,9.5,1.36,2.54,1.72,1.83,1.04,1.11,3.55,2020-07-22,1457
Serie_A,2020-07-22,1830,Parma,Napoles,7.1,4.7,1.47,1.53,2.18,1.63,1.95,2.60,1.15,1.08,2020-07-22,1456
Championship,2020-07-22,1930,Leeds United,Charlton,1.6,4.0,4.85,1.50,2.05,1.55,2.0,1.14,1.16,2.2,2020-07-22,1448
Championship,2020-07-22,1930,Reading,Swansea City,3.6,3.55,1.91,1.57,1.95,1.47,2.1,1.78,1.21,1.25,2020-07-22,1448
Championship,2020-07-22,1930,Cardiff,Hull City,1.42,4.5,6.45,1.47,2.1,1.65,1.85,1.08,1.13,2.65,2020-07-22,1448
Championship,2020-07-22,1930,West Brom,Queens Park Rangers,1.26,5.7,9.0,1.42,2.25,1.80,1.67,1.03,1.11,3.5,2020-07-22,1448
Championship,2020-07-22,1930,Sheffield Wednesday,Middlesbrough,2.37,3.25,2.86,1.72,1.75,1.57,1.95,1.36,1.25,1.53,2020-07-22,1448
Championship,2020-07-22,1930,Bristol City,Preston,2.84,3.25,2.37,1.57,1.95,1.45,2.17,1.50,1.25,1.38,2020-07-22,1448
Championship,2020-07-22,1930,Birmingham,Derby County,2.33,3.35,2.86,1.72,1.75,1.57,1.95,1.36,1.23,1.53,2020-07-22,1448
Championship,2020-07-22,1930,Luton Town,Blackburn Rovers,1.88,3.5,3.8,1.61,1.9,1.53,2.02,1.22,1.21,1.83,2020-07-22,1448
Championship,2020-07-22,1930,Millwall FC,Huddersfield,2.25,3.15,3.15,1.78,1.7,1.60,1.91,1.31,1.26,1.57,2020-07-22,1448
Championship,2020-07-22,1930,Wigan,Fulham,2.7,3.5,2.35,1.53,2.02,1.44,2.19,1.53,1.21,1.4,2020-07-22,1448
Championship,2020-07-22,1930,Brentford FC,Barnsley FC,1.42,4.6,6.3,1.50,2.05,1.67,1.8,1.08,1.12,2.64,2020-07-22,1448
Championship,2020-07-22,1930,Nottingham Forest,Stoke City,2.14,3.25,3.3,1.87,1.63,1.67,1.8,1.28,1.25,1.63,2020-07-22,1448
Premier_League,2020-07-22,2015,Liverpool,Chelsea,2.07,3.85,3.86,1.55,2.1,1.47,2.2,1.25,1.23,1.75,2020-07-22,1457
Serie_A,2020-07-22,2045,Torino,Hellas Verona,2.45,3.3,2.72,1.67,1.88,1.53,2.1,1.40,1.26,1.47,2020-07-22,1456
Serie_A,2020-07-22,2045,Sampdoria,Genova,2.4,3.15,2.9,1.83,1.72,1.63,1.95,1.36,1.28,1.5,2020-07-22,1456
Serie_A,2020-07-22,2045,Inter de Milao,Fiorentina,1.5,4.8,6.05,1.44,2.37,1.53,2.1,1.11,1.14,2.5,2020-07-22,1456
Serie_A,2020-07-22,2045,US Lecce,Brescia Calcio,1.63,4.15,4.45,1.4,2.4,1.42,2.33,1.17,1.16,2.14,2020-07-22,1456
Serie_A,2020-07-22,2045,Spal,AS Roma,9.0,6.15,1.3,1.35,2.67,1.65,1.91,3.40,1.08,1.04,2020-07-22,1456
MLS,2020-07-23,100,FC Cincinnati,New York Red Bulls,3.55,3.2,2.05,1.57,1.9,1.47,2.1,1.70,1.25,1.25,2020-07-22,1455
MLS,2020-07-23,330,Colorado Rapids,Minnesota United,3.0,3.6,2.14,1.55,1.95,1.45,2.11,1.63,1.21,1.33,2020-07-22,1455
MLS,2020-07-23,1400,Chicago Fire,Vancouver Whitecaps FC,1.61,4.05,4.7,1.55,1.95,1.57,1.9,1.15,1.16,2.18,2020-07-22,1455
Serie_A,2020-07-23,1830,Udinese,Juventus,5.25,3.95,1.57,1.63,1.95,1.65,1.91,2.25,1.18,1.12,2020-07-22,1456
Serie_A,2020-07-23,2045,Lazio,Cagliari,1.47,4.4,5.6,1.45,2.25,1.57,2.02,1.11,1.15,2.45,2020-07-22,1456
