League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,SO,Scrape_Date,Scrape_Time
Championship,2020-10-24,1500,Queens Park Rangers,Birmingham,2.33,3.15,3.0,1.90,1.6,1.67,1.8,1.35,None,1.53,None,2020-10-19,2207
Championship,2020-10-24,1500,Huddersfield,Preston,2.74,3.1,2.54,1.87,1.63,1.65,1.85,1.45,None,1.4,None,2020-10-19,2207
Premier_League,2020-10-24,1500,Fulham,Crystal Palace FC,2.76,3.05,2.58,2.02,1.57,1.75,1.8,1.44,None,1.38,None,2020-10-19,2217
Premiership,2020-10-24,1500,Motherwell FC,Ross County,1.83,3.7,3.8,1.78,1.7,1.7,1.78,1.22,None,1.88,None,2020-10-19,2210
Premiership,2020-10-24,1500,St Mirren,Hamilton Academical,2.1,3.4,3.25,1.95,1.57,1.75,1.72,1.30,None,1.65,None,2020-10-19,2210
Championship,2020-10-24,1500,Stoke City,Brentford FC,2.96,3.2,2.33,1.83,1.65,1.65,1.85,1.53,None,1.35,None,2020-10-19,2207
Premiership,2020-10-24,1500,FC St Johnstone,Dundee United,1.91,3.35,3.85,1.91,1.6,1.75,1.72,1.22,None,1.8,None,2020-10-19,2210
Championship,2020-10-24,1500,Norwich City,Wycombe,1.28,5.0,10.0,1.53,2.02,1.9,1.61,1.03,None,3.35,None,2020-10-19,2207
Eredivisie,2020-10-24,1530,VVV Venlo,Ajax,11.0,6.55,1.2,1.28,2.7,1.7,1.78,4.10,None,1.02,None,2020-10-19,2201
Ligue_1,2020-10-24,1600,FC Lorient,Marselha,3.0,3.2,2.3,1.87,1.63,1.65,1.83,1.55,None,1.33,None,2020-10-19,2206
RFPL,2020-10-24,1700,Krasnodar,Spartak Moscovo,2.25,3.45,2.9,1.63,1.83,1.53,2.0,1.36,None,1.55,None,2020-10-19,2211
RFPL,2020-10-24,1700,Lokomotiv Moscovo,Rotor Volgograd,1.4,4.4,7.0,1.91,1.57,2.17,1.44,1.06,None,2.7,None,2020-10-19,2211
La_Liga,2020-10-24,1730,Sevilha,Eibar,1.44,4.15,7.15,1.75,1.8,1.91,1.65,1.06,None,2.62,None,2020-10-19,2212
Bundesliga,2020-10-24,1730,Borussia Dortmund,FC Schalke 04,1.23,5.8,11.0,1.36,2.52,1.75,1.8,1.02,None,3.8,None,2020-10-19,2203
Premier_League,2020-10-24,1730,Manchester United,Chelsea,2.45,3.4,2.64,1.55,2.05,1.45,2.25,1.42,None,1.47,None,2020-10-19,2217
Eredivisie,2020-10-24,1745,FC Utrecht,FC Twente Enschede,1.6,3.95,5.1,1.50,2.05,1.53,2.02,1.13,None,2.2,None,2020-10-19,2201
Primeira_Liga,2020-10-24,1800,CD Santa Clara,Sporting CP,4.15,3.25,1.88,1.95,1.57,1.8,1.67,1.83,None,1.19,None,2020-10-19,2215
Eredivisie,2020-10-24,1900,PEC Zwolle,Willem II Tilburg,2.4,3.45,2.67,1.60,1.91,1.47,2.1,1.42,None,1.5,None,2020-10-19,2201
Eredivisie,2020-10-24,1900,Den Haag,AZ Alkmaar,6.0,4.05,1.5,1.47,2.11,1.55,2.0,2.40,None,1.09,None,2020-10-19,2201
Serie_A,2020-10-24,1945,Lazio,Bolonha,1.75,3.8,4.1,1.50,2.18,1.47,2.2,1.19,None,1.95,None,2020-10-19,2216
Eredivisie,2020-10-24,2000,SC Heerenveen,FC Emmen,1.7,3.95,4.2,1.47,2.11,1.47,2.1,1.18,None,2.04,None,2020-10-19,2201
Premier_League,2020-10-24,2000,Liverpool,Sheffield United,1.25,5.9,9.0,1.4,2.4,1.8,1.75,1.03,None,3.55,None,2020-10-19,2217
La_Liga,2020-10-24,2000,Atletico de Madrid,Betis,1.57,3.85,5.45,1.95,1.61,2.0,1.6,1.11,None,2.25,None,2020-10-19,2212
Ligue_1,2020-10-24,2000,PSG,Dijon,1.06,10.0,25.0,1.11,4.05,1.95,1.57,-,None,7.55,None,2020-10-19,2206
Primeira_Liga,2020-10-24,2030,FC Porto,Gil Vicente FC,1.22,6.3,10.0,1.50,2.05,2.05,1.5,1.03,None,3.85,None,2020-10-19,2215
La_Liga,2020-10-25,1100,Real Valladolid,Alaves,2.33,2.76,3.5,2.80,1.3,2.2,1.47,1.26,None,1.53,None,2020-10-19,2212
RFPL,2020-10-25,1100,Ural Sverdlovskaya Oblast,Tambov,2.19,3.1,3.3,2.10,1.47,1.83,1.63,1.28,None,1.6,None,2020-10-19,2211
Eredivisie,2020-10-25,1115,RKC Waalwijk,Feyenoord,10.0,5.8,1.24,1.32,2.54,1.65,1.85,3.65,None,1.03,None,2020-10-19,2201
Serie_A,2020-10-25,1130,Cagliari,FC Crotone,1.91,3.55,3.65,1.72,1.83,1.63,1.95,1.24,None,1.8,None,2020-10-19,2216
Premiership,2020-10-25,1200,Aberdeen FC,Celtic,6.55,3.7,1.53,1.80,1.67,1.85,1.65,2.35,None,1.07,None,2020-10-19,2210
Ligue_1,2020-10-25,1200,RC Lens,Nantes,2.02,3.2,3.65,1.95,1.57,1.75,1.72,1.23,None,1.72,None,2020-10-19,2206
Eredivisie,2020-10-25,1330,Fortuna Sittard,FC Groningen,2.9,3.25,2.33,1.70,1.78,1.55,2.0,1.53,None,1.36,None,2020-10-19,2201
Eredivisie,2020-10-25,1330,Vitesse,PSV Eindhoven,3.0,3.7,2.1,1.50,2.05,1.44,2.19,1.65,None,1.33,None,2020-10-19,2201
RFPL,2020-10-25,1330,Rostov,FK Khimki,1.67,3.55,4.95,2.00,1.53,1.91,1.57,1.14,None,2.05,None,2020-10-19,2211
Ligue_1,2020-10-25,1400,Stade Brestois 29,Estrasburgo,2.3,3.35,2.9,1.75,1.72,1.6,1.9,1.36,None,1.55,None,2020-10-19,2206
Premier_League,2020-10-25,1400,Southampton,Everton,2.92,3.4,2.25,1.65,1.91,1.5,2.13,1.55,None,1.36,None,2020-10-19,2217
Ligue_1,2020-10-25,1400,FC Metz,Saint-Etienne,2.37,3.2,2.9,2.02,1.53,1.78,1.7,1.36,None,1.53,None,2020-10-19,2206
Serie_A,2020-10-25,1400,Parma,Spezia,2.05,3.35,3.35,1.85,1.7,1.67,1.87,1.28,None,1.67,None,2020-10-19,2216
Ligue_1,2020-10-25,1400,Bordeus,Nimes,1.91,3.25,3.95,1.87,1.63,1.7,1.78,1.21,None,1.78,None,2020-10-19,2206
Bundesliga,2020-10-25,1430,Wolfsburgo,Arminia Bielefeld,1.67,3.75,4.6,1.67,1.88,1.65,1.9,1.16,None,2.05,None,2020-10-19,2203
Primeira_Liga,2020-10-25,1500,Moreirense FC,CS Maritimo,2.64,2.86,2.84,1.95,1.57,1.67,1.8,1.38,None,1.42,None,2020-10-19,2215
Primeira_Liga,2020-10-25,1500,SC Farense,Rio Ave FC,3.05,3.15,2.3,1.95,1.57,1.72,1.75,1.55,None,1.33,None,2020-10-19,2215
La_Liga,2020-10-25,1500,Cadiz CF,Villarreal,4.25,3.0,1.95,2.20,1.47,1.95,1.63,1.75,None,1.19,None,2020-10-19,2212
Premiership,2020-10-25,1500,Rangers,Livingston FC,1.17,6.15,16.0,1.47,2.12,2.19,1.44,-,None,4.45,None,2020-10-19,2210
Eredivisie,2020-10-25,1545,Sparta Rotterdam,Heracles Almelo,2.05,3.55,3.2,1.57,1.95,1.47,2.13,1.30,None,1.67,None,2020-10-19,2201
RFPL,2020-10-25,1600,FC Akhmat Grozny,FC Ufa,1.8,3.6,4.05,2.02,1.5,1.91,1.57,1.20,None,1.91,None,2020-10-19,2211
Ligue_1,2020-10-25,1600,Nice,Lille,3.3,3.1,2.2,1.95,1.57,1.72,1.75,1.57,None,1.28,None,2020-10-19,2206
Premier_League,2020-10-25,1630,Wolverhampton,Newcastle,1.72,3.45,4.7,2.00,1.6,1.88,1.67,1.15,None,2.0,None,2020-10-19,2217
Bundesliga,2020-10-25,1700,Werder Bremen,Hoffenheim,2.82,3.55,2.25,1.50,2.19,1.4,2.4,1.57,None,1.38,None,2020-10-19,2203
Serie_A,2020-10-25,1700,Fiorentina,Udinese,1.72,3.7,4.4,1.72,1.83,1.67,1.87,1.17,None,2.0,None,2020-10-19,2216
La_Liga,2020-10-25,1730,Getafe,Granada CF,1.83,2.98,5.05,2.72,1.31,2.4,1.4,1.13,None,1.87,None,2020-10-19,2212
Primeira_Liga,2020-10-25,1730,Famalicao,Boavista FC,2.4,3.25,2.82,1.91,1.6,1.7,1.78,1.38,None,1.5,None,2020-10-19,2215
Premier_League,2020-10-25,1915,Arsenal,Leicester,1.8,3.8,3.8,1.57,2.02,1.55,2.05,1.22,None,1.9,None,2020-10-19,2217
Ligue_1,2020-10-25,2000,Lyon,Monaco,1.67,3.95,4.4,1.47,2.15,1.47,2.13,1.17,None,2.05,None,2020-10-19,2206
La_Liga,2020-10-25,2000,Real Sociedad,Huesca,1.53,3.9,5.85,1.95,1.61,2.05,1.55,1.10,None,2.33,None,2020-10-19,2212
Primeira_Liga,2020-10-25,2000,Vitoria Guimaraes,SC Braga,2.7,3.4,2.4,1.75,1.72,1.6,1.9,1.50,None,1.4,None,2020-10-19,2215
RFPL,2020-10-26,1600,CSKA Moscovo,Arsenal Tula,1.5,3.9,6.3,1.90,1.57,2.0,1.53,1.08,None,2.4,None,2020-10-19,2211
Premier_League,2020-10-26,1730,Brighton,West Brom,1.78,3.75,3.95,1.70,1.85,1.65,1.91,1.21,None,1.91,None,2020-10-19,2217
Bundesliga,2020-10-26,1930,Bayer Leverkusen,Augsburgo,1.61,4.05,4.75,1.50,2.18,1.53,2.12,1.15,None,2.18,None,2020-10-19,2203
La_Liga,2020-10-26,2000,Levante,Celta de Vigo,2.4,3.15,2.86,1.91,1.65,1.7,1.85,1.38,None,1.5,None,2020-10-19,2212
Premier_League,2020-10-26,2000,Burnley,Tottenham,5.25,3.75,1.61,1.70,1.85,1.7,1.85,2.19,None,1.12,None,2020-10-19,2217
Primeira_Liga,2020-10-26,2015,SL Benfica,Belenenses SAD,1.1,8.0,22.0,1.36,2.4,2.37,1.38,-,None,5.95,None,2020-10-19,2215
Bundesliga,2020-10-30,1930,FC Schalke 04,Estugarda,2.92,3.4,2.25,1.65,1.9,1.53,2.1,1.57,None,1.36,None,2020-10-19,2203
Premier_League,2020-10-30,2000,Wolverhampton,Crystal Palace FC,1.85,3.25,4.3,2.05,1.55,1.88,1.67,1.18,None,1.85,None,2020-10-19,2217
La_Liga,2020-10-30,2000,Eibar,Cadiz CF,2.12,3.25,3.35,2.40,1.4,2.05,1.55,1.28,None,1.63,None,2020-10-19,2212
Premier_League,2020-10-31,1230,Sheffield United,Manchester City,10.0,5.6,1.25,1.36,2.54,1.7,1.85,3.60,None,1.03,None,2020-10-19,2217
La_Liga,2020-10-31,1300,Real Madrid,Huesca,1.24,5.7,10.0,1.53,2.11,1.95,1.63,1.02,None,2.92,None,2020-10-19,2212
Bundesliga,2020-10-31,1430,Colonia,Bayern Munique,11.5,6.6,1.19,1.23,3.15,1.57,2.02,4.15,None,1.02,None,2020-10-19,2203
Bundesliga,2020-10-31,1430,Arminia Bielefeld,Borussia Dortmund,6.45,4.5,1.42,1.50,2.19,1.63,1.95,2.64,None,1.08,None,2020-10-19,2203
Bundesliga,2020-10-31,1430,Augsburgo,Mainz 05,1.9,3.55,3.7,1.50,2.13,1.45,2.25,1.23,None,1.8,None,2020-10-19,2203
Bundesliga,2020-10-31,1430,Eintracht Frankfurt,Werder Bremen,1.78,3.8,3.9,1.45,2.25,1.44,2.3,1.21,None,1.91,None,2020-10-19,2203
La_Liga,2020-10-31,1500,Athletic Bilbao,Sevilha,2.9,3.0,2.5,2.35,1.42,1.95,1.61,1.47,None,1.36,None,2020-10-19,2212
Premier_League,2020-10-31,1500,Burnley,Chelsea,5.15,4.3,1.53,1.50,2.14,1.6,2.0,2.35,None,1.13,None,2020-10-19,2217
Bundesliga,2020-10-31,1730,Borussia Monchengladbach,RB Leipzig,2.9,3.55,2.2,1.45,2.25,1.38,2.45,1.60,None,1.36,None,2020-10-19,2203
Premier_League,2020-10-31,1730,Liverpool,West Ham,1.36,5.05,6.65,1.42,2.35,1.65,1.91,1.07,None,2.86,None,2020-10-19,2217
La_Liga,2020-10-31,1730,CA Osasuna,Atletico de Madrid,4.5,3.4,1.78,2.20,1.47,2.05,1.55,1.91,None,1.17,None,2020-10-19,2212
Eredivisie,2020-10-31,1745,FC Twente Enschede,PEC Zwolle,1.78,3.7,4.05,None,None,None,None,None,None,None,None,2020-10-19,2201
Eredivisie,2020-10-31,1900,FC Groningen,VVV Venlo,1.63,3.9,4.75,None,None,None,None,None,None,None,None,2020-10-19,2201
Eredivisie,2020-10-31,1900,Ajax,Fortuna Sittard,1.05,11.0,26.0,None,None,None,None,None,None,None,None,2020-10-19,2201
Eredivisie,2020-10-31,2000,Willem II Tilburg,Vitesse,3.2,3.55,2.05,None,None,None,None,None,None,None,None,2020-10-19,2201
La_Liga,2020-10-31,2000,Alaves,Barcelona,7.0,4.45,1.4,1.50,2.16,1.65,1.9,2.72,None,1.06,None,2020-10-19,2212
Eredivisie,2020-11-01,1115,Heracles Almelo,FC Utrecht,3.2,3.55,2.05,None,None,None,None,None,None,None,None,2020-10-19,2201
Premier_League,2020-11-01,1200,Aston Villa,Southampton,2.45,3.45,2.62,1.63,1.95,1.5,2.15,1.42,None,1.5,None,2020-10-19,2217
La_Liga,2020-11-01,1300,Betis,Elche CF,1.61,3.7,5.3,2.02,1.57,2.02,1.57,1.12,None,2.19,None,2020-10-19,2212
Eredivisie,2020-11-01,1330,Sparta Rotterdam,SC Heerenveen,3.2,3.55,2.05,None,None,None,None,None,None,None,None,2020-10-19,2201
Eredivisie,2020-11-01,1330,FC Emmen,Feyenoord,5.35,4.15,1.53,None,None,None,None,None,None,None,None,2020-10-19,2201
Premier_League,2020-11-01,1400,Newcastle,Everton,3.8,3.6,1.85,1.72,1.83,1.65,1.91,1.85,None,1.22,None,2020-10-19,2217
Bundesliga,2020-11-01,1430,Friburgo,Bayer Leverkusen,3.75,3.5,1.9,1.67,1.87,1.6,2.0,1.80,None,1.23,None,2020-10-19,2203
La_Liga,2020-11-01,1500,Celta de Vigo,Real Sociedad,2.78,3.1,2.52,2.02,1.57,1.75,1.78,1.47,None,1.38,None,2020-10-19,2212
Eredivisie,2020-11-01,1545,PSV Eindhoven,Den Haag,1.08,9.5,21.5,None,None,None,None,None,None,None,None,2020-10-19,2201
Premier_League,2020-11-01,1630,Manchester United,Arsenal,2.05,3.55,3.2,1.57,2.02,1.5,2.16,1.31,None,1.67,None,2020-10-19,2217
Bundesliga,2020-11-01,1700,Hertha Berlin,Wolfsburgo,2.64,3.3,2.5,1.65,1.91,1.5,2.13,1.47,None,1.42,None,2020-10-19,2203
La_Liga,2020-11-01,1730,Granada CF,Levante,2.16,3.1,3.4,1.91,1.65,1.75,1.8,1.25,None,1.57,None,2020-10-19,2212
Eredivisie,2020-11-01,1900,AZ Alkmaar,RKC Waalwijk,1.11,8.5,17.25,None,None,None,None,None,None,None,None,2020-10-19,2201
Premier_League,2020-11-01,1915,Tottenham,Brighton,1.63,3.9,4.8,1.55,2.05,1.55,2.05,1.15,None,2.15,None,2020-10-19,2217
La_Liga,2020-11-01,2000,Valencia,Getafe,2.82,2.98,2.56,2.35,1.42,1.95,1.61,1.45,None,1.38,None,2020-10-19,2212
Premier_League,2020-11-02,1730,Fulham,West Brom,2.37,3.25,2.86,1.85,1.7,1.65,1.9,1.36,None,1.53,None,2020-10-19,2217
Bundesliga,2020-11-02,1930,Hoffenheim,1. FC Union Berlin,1.75,3.8,4.05,1.53,2.12,1.5,2.16,1.20,None,1.95,None,2020-10-19,2203
Premier_League,2020-11-02,2000,Leeds United,Leicester,2.62,3.35,2.5,1.67,1.88,1.53,2.1,1.47,None,1.42,None,2020-10-19,2217
La_Liga,2020-11-02,2000,Villarreal,Real Valladolid,1.55,3.85,5.75,1.75,1.78,1.8,1.75,1.10,None,2.3,None,2020-10-19,2212
