League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,SO,Scrape_Date,Scrape_Time
Premiership,2020-10-31,1500,Dundee United,Ross County,2.02,3.45,3.4,1.83,1.65,1.7,1.78,1.27,None,1.72,None,2020-10-26,2259
Championship,2020-10-31,1500,Wycombe,Sheffield Wednesday,4.7,3.5,1.72,1.87,1.63,1.78,1.7,2.00,None,1.15,None,2020-10-26,2256
Championship,2020-10-31,1500,Queens Park Rangers,Cardiff,2.7,3.0,2.66,2.02,1.53,1.72,1.75,1.42,None,1.4,None,2020-10-26,2256
Championship,2020-10-31,1500,Preston,Birmingham,2.11,3.0,3.65,2.15,1.47,1.87,1.63,1.24,None,1.65,None,2020-10-26,2256
Championship,2020-10-31,1500,Luton Town,Brentford FC,4.8,3.45,1.72,1.75,1.72,1.67,1.8,2.00,None,1.15,None,2020-10-26,2256
La_Liga,2020-10-31,1500,Athletic Bilbao,Sevilha,2.9,2.86,2.6,2.33,1.42,1.95,1.63,1.44,None,1.36,None,2020-10-26,2301
Championship,2020-10-31,1500,Stoke City,Rotherham,1.75,3.5,4.55,1.91,1.6,1.8,1.67,1.16,None,1.95,None,2020-10-26,2256
Championship,2020-10-31,1500,Middlesbrough,Nottingham Forest,2.56,2.82,2.98,2.02,1.53,1.7,1.78,1.33,None,1.45,None,2020-10-26,2256
Championship,2020-10-31,1500,Barnsley FC,Watford,3.2,3.1,2.25,2.02,1.53,1.75,1.72,1.57,None,1.3,None,2020-10-26,2256
Primeira_Liga,2020-10-31,1530,Belenenses SAD,SC Farense,2.4,2.92,3.1,1.91,1.6,1.65,1.83,1.32,None,1.5,None,2020-10-26,2302
Ligue_1,2020-10-31,1600,Rennes,Stade Brestois 29,1.8,3.7,3.95,1.61,1.9,1.57,1.95,1.21,None,1.9,None,2020-10-26,2255
Serie_A,2020-10-31,1700,Inter de Milao,Parma,1.26,5.8,9.0,1.35,2.56,1.7,1.85,1.03,None,3.5,None,2020-10-26,2304
Bundesliga,2020-10-31,1730,Borussia Monchengladbach,RB Leipzig,2.96,3.5,2.2,1.47,2.2,1.4,2.4,1.60,None,1.35,None,2020-10-26,2252
La_Liga,2020-10-31,1730,CA Osasuna,Atletico de Madrid,5.05,3.25,1.75,2.1,1.53,1.95,1.63,1.95,None,1.13,None,2020-10-26,2301
Premier_League,2020-10-31,1730,Liverpool,West Ham,1.36,5.25,6.5,1.36,2.54,1.57,2.02,1.08,None,2.9,None,2020-10-26,2305
Eredivisie,2020-10-31,1745,FC Twente Enschede,PEC Zwolle,1.88,3.75,3.55,1.55,2.0,1.5,2.05,1.25,None,1.8,None,2020-10-26,2251
Primeira_Liga,2020-10-31,1800,Rio Ave FC,Moreirense FC,1.91,3.1,4.25,1.9,1.61,1.72,1.75,1.18,None,1.8,None,2020-10-26,2302
Eredivisie,2020-10-31,1900,FC Groningen,VVV Venlo,1.5,4.15,5.85,1.65,1.83,1.75,1.72,1.10,None,2.4,None,2020-10-26,2251
Eredivisie,2020-10-31,1900,Ajax,Fortuna Sittard,1.07,11.0,19.5,1.08,4.45,1.65,1.85,-,None,6.75,None,2020-10-26,2251
Serie_A,2020-10-31,1945,Bolonha,Cagliari,1.9,3.85,3.4,1.47,2.2,1.45,2.25,1.27,None,1.8,None,2020-10-26,2304
La_Liga,2020-10-31,2000,Alaves,Barcelona,6.4,4.25,1.45,1.55,2.05,1.65,1.9,2.56,None,1.08,None,2020-10-26,2301
Ligue_1,2020-10-31,2000,Nantes,PSG,7.05,4.85,1.36,1.42,2.25,1.61,1.9,2.86,None,1.06,None,2020-10-26,2255
Eredivisie,2020-10-31,2000,Willem II Tilburg,Vitesse,3.15,3.5,2.1,1.57,1.95,1.47,2.1,1.65,None,1.31,None,2020-10-26,2251
Primeira_Liga,2020-10-31,2030,CS Maritimo,CD Nacional Madeira,2.1,3.15,3.55,1.85,1.65,1.65,1.83,1.25,None,1.67,None,2020-10-26,2302
RFPL,2020-11-01,900,FC Ufa,Ural Sverdlovskaya Oblast,2.66,2.86,2.82,2.40,1.35,2.0,1.53,1.38,None,1.42,None,2020-10-26,2300
RFPL,2020-11-01,1100,FK Khimki,Zenit Sao Petersburgo,7.05,4.85,1.36,1.5,2.05,1.7,1.75,2.86,None,1.06,None,2020-10-26,2300
Eredivisie,2020-11-01,1115,Heracles Almelo,FC Utrecht,3.25,3.65,2.0,1.53,2.02,1.47,2.14,1.72,None,1.3,None,2020-10-26,2251
Serie_A,2020-11-01,1130,Udinese,AC Milao,4.4,3.7,1.72,1.61,1.95,1.57,2.02,2.02,None,1.17,None,2020-10-26,2304
Premier_League,2020-11-01,1200,Aston Villa,Southampton,2.3,3.5,2.78,1.53,2.1,1.45,2.25,1.40,None,1.53,None,2020-10-26,2305
Premiership,2020-11-01,1200,Kilmarnock FC,Rangers,10.0,5.35,1.26,1.57,1.95,2.0,1.53,3.50,None,1.03,None,2020-10-26,2259
Ligue_1,2020-11-01,1200,Saint-Etienne,Montpellier,2.45,3.4,2.67,1.75,1.72,1.6,1.9,1.42,None,1.47,None,2020-10-26,2255
La_Liga,2020-11-01,1300,Betis,Elche CF,1.53,4.0,5.65,1.91,1.65,2.02,1.57,1.10,None,2.35,None,2020-10-26,2301
RFPL,2020-11-01,1330,Rotor Volgograd,CSKA Moscovo,6.7,4.25,1.44,1.75,1.7,1.91,1.57,2.60,None,1.07,None,2020-10-26,2300
Eredivisie,2020-11-01,1330,FC Emmen,Feyenoord,4.75,4.05,1.61,1.44,2.2,1.45,2.17,2.17,None,1.15,None,2020-10-26,2251
Eredivisie,2020-11-01,1330,Sparta Rotterdam,SC Heerenveen,2.56,3.55,2.45,1.5,2.05,1.42,2.25,1.47,None,1.45,None,2020-10-26,2251
Ligue_1,2020-11-01,1400,Stade Reims,Estrasburgo,2.25,3.2,3.1,2.02,1.53,1.78,1.7,1.32,None,1.57,None,2020-10-26,2255
Ligue_1,2020-11-01,1400,Angers,Nice,2.2,3.2,3.2,1.85,1.65,1.65,1.83,1.30,None,1.6,None,2020-10-26,2255
Serie_A,2020-11-01,1400,Spezia,Juventus,7.85,4.8,1.35,1.53,2.11,1.75,1.78,2.96,None,1.05,None,2020-10-26,2304
Ligue_1,2020-11-01,1400,Nimes,FC Metz,2.35,3.15,2.96,1.95,1.57,1.7,1.78,1.35,None,1.53,None,2020-10-26,2255
Premier_League,2020-11-01,1400,Newcastle,Everton,3.9,3.3,1.91,1.67,1.88,1.55,2.05,1.78,None,1.21,None,2020-10-26,2305
Ligue_1,2020-11-01,1400,Dijon,FC Lorient,2.92,3.35,2.3,1.75,1.72,1.6,1.91,1.55,None,1.36,None,2020-10-26,2255
Serie_A,2020-11-01,1400,Torino,Lazio,3.7,3.7,1.85,1.53,2.1,1.5,2.18,1.85,None,1.23,None,2020-10-26,2304
RFPL,2020-11-01,1400,PFC Sochi,Lokomotiv Moscovo,2.58,3.05,2.76,2.02,1.5,1.75,1.7,1.38,None,1.44,None,2020-10-26,2300
Bundesliga,2020-11-01,1430,Friburgo,Bayer Leverkusen,3.55,3.5,1.95,1.65,1.91,1.55,2.05,1.75,None,1.25,None,2020-10-26,2252
La_Liga,2020-11-01,1500,Celta de Vigo,Real Sociedad,2.84,3.1,2.45,2.05,1.55,1.78,1.75,1.47,None,1.38,None,2020-10-26,2301
Primeira_Liga,2020-11-01,1500,Portimonense,CD Santa Clara,2.25,3.05,3.25,2.02,1.53,1.75,1.72,1.28,None,1.57,None,2020-10-26,2302
Eredivisie,2020-11-01,1545,PSV Eindhoven,Den Haag,1.14,7.15,15.5,1.28,2.7,1.85,1.65,-,None,4.85,None,2020-10-26,2251
RFPL,2020-11-01,1600,Tambov,Dinamo Moscovo,4.95,3.6,1.67,1.95,1.55,1.91,1.57,2.05,None,1.14,None,2020-10-26,2300
Ligue_1,2020-11-01,1600,Monaco,Bordeus,1.95,3.55,3.5,1.67,1.8,1.57,1.95,1.26,None,1.75,None,2020-10-26,2255
Premier_League,2020-11-01,1630,Manchester United,Arsenal,2.05,3.45,3.3,1.63,1.95,1.53,2.11,1.28,None,1.67,None,2020-10-26,2305
Serie_A,2020-11-01,1700,Napoles,Sassuolo,1.53,4.45,5.1,1.32,2.68,1.38,2.45,1.13,None,2.37,None,2020-10-26,2304
Bundesliga,2020-11-01,1700,Hertha Berlin,Wolfsburgo,2.63,3.35,2.5,1.65,1.9,1.53,2.11,1.47,None,1.42,None,2020-10-26,2252
Serie_A,2020-11-01,1700,AS Roma,Fiorentina,1.8,3.75,3.9,1.47,2.2,1.45,2.25,1.21,None,1.91,None,2020-10-26,2304
Primeira_Liga,2020-11-01,1730,Gil Vicente FC,Vitoria Guimaraes,3.55,2.76,2.3,2.16,1.45,1.8,1.67,1.53,None,1.25,None,2020-10-26,2302
La_Liga,2020-11-01,1730,Granada CF,Levante,2.2,3.15,3.25,2.02,1.57,1.78,1.75,1.30,None,1.6,None,2020-10-26,2301
Eredivisie,2020-11-01,1900,AZ Alkmaar,RKC Waalwijk,1.22,6.3,10.0,1.33,2.5,1.75,1.72,1.03,None,3.9,None,2020-10-26,2251
Premier_League,2020-11-01,1915,Tottenham,Brighton,1.63,4.0,4.7,1.55,2.05,1.57,2.02,1.15,None,2.16,None,2020-10-26,2305
Serie_A,2020-11-01,1945,Sampdoria,Genova,1.85,3.65,3.75,1.61,1.95,1.55,2.05,1.23,None,1.85,None,2020-10-26,2304
Primeira_Liga,2020-11-01,2000,Sporting CP,CD Tondela,1.42,4.4,6.65,1.75,1.72,1.95,1.57,1.07,None,2.63,None,2020-10-26,2302
Ligue_1,2020-11-01,2000,Lille,Lyon,2.56,3.25,2.63,1.75,1.72,1.6,1.91,1.42,None,1.45,None,2020-10-26,2255
La_Liga,2020-11-01,2000,Valencia,Getafe,3.15,2.84,2.45,2.37,1.42,1.95,1.63,1.47,None,1.31,None,2020-10-26,2301
Premier_League,2020-11-02,1730,Fulham,West Brom,2.4,3.2,2.86,1.87,1.67,1.67,1.88,1.36,None,1.5,None,2020-10-26,2305
Primeira_Liga,2020-11-02,1845,SC Braga,Famalicao,1.33,4.9,7.9,1.44,2.2,1.65,1.83,1.04,None,3.0,None,2020-10-26,2302
Bundesliga,2020-11-02,1930,Hoffenheim,1. FC Union Berlin,1.8,3.6,4.0,1.53,2.1,1.47,2.2,1.21,None,1.88,None,2020-10-26,2252
Serie_A,2020-11-02,1945,Hellas Verona,Benevento Calcio,1.83,3.45,4.1,1.65,1.91,1.57,2.02,1.20,None,1.88,None,2020-10-26,2304
La_Liga,2020-11-02,2000,Villarreal,Real Valladolid,1.57,3.85,5.45,1.8,1.75,1.83,1.72,1.11,None,2.25,None,2020-10-26,2301
Premier_League,2020-11-02,2000,Leeds United,Leicester,2.54,3.4,2.54,1.65,1.9,1.53,2.1,1.45,None,1.45,None,2020-10-26,2305
Primeira_Liga,2020-11-02,2100,Boavista FC,SL Benfica,11.0,5.55,1.24,1.42,2.25,1.8,1.67,3.70,None,1.02,None,2020-10-26,2302
Bundesliga,2020-11-06,1930,Werder Bremen,Colonia,2.18,3.4,3.05,1.55,2.05,1.45,2.25,1.33,None,1.61,None,2020-10-26,2252
Premier_League,2020-11-06,2000,Southampton,Newcastle,1.72,3.8,4.2,1.65,1.91,1.63,1.95,1.19,None,2.0,None,2020-10-26,2305
Premier_League,2020-11-07,1230,Everton,Manchester United,2.65,3.45,2.4,1.61,1.95,1.5,2.18,1.50,None,1.42,None,2020-10-26,2305
Bundesliga,2020-11-07,1430,Estugarda,Eintracht Frankfurt,2.5,3.55,2.5,1.42,2.33,1.36,2.54,1.47,None,1.47,None,2020-10-26,2252
Bundesliga,2020-11-07,1430,Augsburgo,Hertha Berlin,2.45,3.5,2.58,1.55,2.05,1.45,2.25,1.44,None,1.47,None,2020-10-26,2252
Bundesliga,2020-11-07,1430,RB Leipzig,Friburgo,1.28,5.2,9.0,1.44,2.3,1.72,1.83,1.03,None,3.3,None,2020-10-26,2252
Bundesliga,2020-11-07,1430,1. FC Union Berlin,Arminia Bielefeld,1.91,3.45,3.75,1.7,1.85,1.61,1.95,1.23,None,1.8,None,2020-10-26,2252
Bundesliga,2020-11-07,1430,Mainz 05,FC Schalke 04,2.18,3.35,3.1,1.65,1.91,1.53,2.11,1.32,None,1.61,None,2020-10-26,2252
Premier_League,2020-11-07,1500,West Brom,Tottenham,5.75,4.0,1.53,1.6,2.0,1.65,1.9,2.35,None,1.1,None,2020-10-26,2305
Premier_League,2020-11-07,1500,Crystal Palace FC,Leeds United,3.05,3.25,2.25,1.88,1.67,1.67,1.87,1.57,None,1.33,None,2020-10-26,2305
Premier_League,2020-11-07,1500,Brighton,Burnley,1.8,3.55,4.1,1.7,1.85,1.63,1.95,1.19,None,1.91,None,2020-10-26,2305
Premier_League,2020-11-07,1500,West Ham,Fulham,1.9,3.6,3.65,1.72,1.83,1.63,1.95,1.24,None,1.8,None,2020-10-26,2305
Bundesliga,2020-11-07,1730,Borussia Dortmund,Bayern Munique,4.2,4.1,1.67,1.3,2.8,1.32,2.7,2.05,None,1.19,None,2020-10-26,2252
Premier_League,2020-11-07,1730,Chelsea,Sheffield United,1.36,5.05,6.75,1.5,2.15,1.75,1.8,1.07,None,2.9,None,2020-10-26,2305
Premier_League,2020-11-08,1400,Leicester,Wolverhampton,2.15,3.15,3.35,1.95,1.61,1.75,1.8,1.28,None,1.63,None,2020-10-26,2305
Bundesliga,2020-11-08,1430,Wolfsburgo,Hoffenheim,2.12,3.4,3.2,1.55,2.05,1.45,2.25,1.30,None,1.65,None,2020-10-26,2252
Premier_League,2020-11-08,1630,Manchester City,Liverpool,2.11,3.6,3.05,1.44,2.3,1.38,2.45,1.33,None,1.65,None,2020-10-26,2305
Bundesliga,2020-11-08,1700,Bayer Leverkusen,Borussia Monchengladbach,2.17,3.25,3.2,1.57,2.02,1.47,2.2,1.30,None,1.61,None,2020-10-26,2252
