League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,SO,Scrape_Date,Scrape_Time
La_Liga,2020-10-17,1500,Celta de Vigo,Atletico de Madrid,4.5,3.3,1.8,2.2,1.47,2.02,1.57,1.91,None,1.17,None,2020-10-17,1447
Championship,2020-10-17,1500,Middlesbrough,Reading,2.4,3.05,2.98,1.95,1.57,1.7,1.78,1.33,None,1.5,None,2020-10-17,1441
Championship,2020-10-17,1500,Swansea City,Huddersfield,1.95,3.25,3.85,1.9,1.61,1.72,1.75,1.22,None,1.75,None,2020-10-17,1441
Premiership,2020-10-17,1500,Ross County,Hibernian FC,3.95,3.7,1.8,1.61,1.90,1.57,1.95,1.91,None,1.21,None,2020-10-17,1445
Premiership,2020-10-17,1500,Hamilton Academical,FC St Johnstone,4.4,3.45,1.78,2.05,1.50,1.91,1.6,1.91,None,1.17,None,2020-10-17,1445
Championship,2020-10-17,1500,Rotherham,Norwich City,3.8,3.4,1.91,1.85,1.65,1.72,1.75,1.80,None,1.22,None,2020-10-17,1441
Premiership,2020-10-17,1500,St Mirren,Motherwell FC,3.1,3.2,2.25,1.9,1.60,1.67,1.8,1.55,None,1.32,None,2020-10-17,1445
Championship,2020-10-17,1500,Luton Town,Stoke City,3.55,3.2,2.05,2.02,1.53,1.8,1.67,1.67,None,1.25,None,2020-10-17,1441
Championship,2020-10-17,1500,Birmingham,Sheffield Wednesday,2.58,2.96,2.82,2.12,1.47,1.8,1.67,1.38,None,1.44,None,2020-10-17,1441
Championship,2020-10-17,1500,Bournemouth,Queens Park Rangers,1.61,3.85,4.95,1.63,1.87,1.63,1.87,1.14,None,2.16,None,2020-10-17,1441
Championship,2020-10-17,1500,Wycombe,Millwall FC,5.2,3.45,1.67,1.95,1.57,1.87,1.63,2.05,None,1.13,None,2020-10-17,1441
Championship,2020-10-17,1500,Brentford FC,Coventry City,1.45,4.4,6.1,1.67,1.80,1.83,1.65,1.09,None,2.54,None,2020-10-17,1441
Championship,2020-10-17,1500,Barnsley FC,Bristol City,2.4,3.2,2.86,1.83,1.65,1.65,1.85,1.36,None,1.5,None,2020-10-17,1441
Championship,2020-10-17,1500,Blackburn Rovers,Nottingham Forest,2.05,3.4,3.35,1.75,1.72,1.6,1.9,1.28,None,1.67,None,2020-10-17,1441
Premiership,2020-10-17,1500,Dundee United,Aberdeen FC,3.7,3.35,1.95,2.04,1.53,1.83,1.65,1.75,None,1.24,None,2020-10-17,1445
Primeira_Liga,2020-10-17,1530,CS Maritimo,Portimonense,2.56,3.05,2.76,1.95,1.57,1.72,1.75,1.40,None,1.45,None,2020-10-17,1450
Primeira_Liga,2020-10-17,1530,Gil Vicente FC,CD Tondela,2.18,3.0,3.45,2.25,1.42,1.95,1.57,1.26,None,1.61,None,2020-10-17,1450
Ligue_1,2020-10-17,1600,Stade Reims,FC Lorient,2.1,3.15,3.55,1.95,1.57,1.75,1.72,1.26,None,1.67,None,2020-10-17,1439
Serie_A,2020-10-17,1700,Inter de Milao,AC Milao,2.23,3.73,3.5,1.55,2.05,1.45,2.25,1.30,None,1.65,SO,2020-10-17,1453
RFPL,2020-10-17,1700,FK Khimki,Spartak Moscovo,5.95,4.1,1.5,1.72,1.72,1.83,1.63,2.40,None,1.09,None,2020-10-17,1446
Serie_A,2020-10-17,1700,Sampdoria,Lazio,3.4,3.5,2.0,1.57,2.02,1.5,2.17,1.72,None,1.27,None,2020-10-17,1453
Premier_League,2020-10-17,1730,Manchester City,Arsenal,1.47,4.45,5.85,1.5,2.14,1.65,1.91,1.10,None,2.52,None,2020-10-17,1456
Bundesliga,2020-10-17,1730,Arminia Bielefeld,Bayern Munique,14.5,7.4,1.14,1.22,3.2,1.67,1.87,4.90,None,1.02,None,2020-10-17,1435
La_Liga,2020-10-17,1730,Real Madrid,Cadiz CF,1.26,5.8,9.0,1.53,2.10,2.0,1.6,1.04,None,3.5,None,2020-10-17,1447
Eredivisie,2020-10-17,1745,Heracles Almelo,RKC Waalwijk,1.57,4.1,5.05,1.5,2.05,1.53,2.0,1.14,None,2.25,None,2020-10-17,1432
Primeira_Liga,2020-10-17,1800,SC Braga,CD Nacional Madeira,1.36,4.95,6.8,1.47,2.13,1.7,1.78,1.07,None,2.86,None,2020-10-17,1450
Eredivisie,2020-10-17,1900,AZ Alkmaar,VVV Venlo,1.33,5.2,7.4,1.36,2.4,1.57,1.95,1.05,None,3.05,None,2020-10-17,1432
Bundesliga,2020-10-17,1930,Borussia Monchengladbach,Wolfsburgo,1.8,3.7,3.95,1.57,2.02,1.53,2.1,1.21,None,1.91,None,2020-10-17,1435
Serie_A,2020-10-17,1945,FC Crotone,Juventus,6.2,4.33,1.45,1.61,1.95,1.75,1.8,2.54,None,1.08,None,2020-10-17,1453
Eredivisie,2020-10-17,2000,Willem II Tilburg,FC Twente Enschede,2.25,3.4,2.92,1.63,1.87,1.5,2.05,1.36,None,1.55,None,2020-10-17,1432
Premier_League,2020-10-17,2000,Newcastle,Manchester United,4.5,4.1,1.63,1.53,2.10,1.57,2.02,2.14,None,1.17,None,2020-10-17,1456
La_Liga,2020-10-17,2000,Getafe,Barcelona,4.95,3.7,1.65,1.83,1.72,1.8,1.75,2.11,None,1.14,None,2020-10-17,1447
Ligue_1,2020-10-17,2000,Marselha,Bordeus,2.17,3.1,3.4,2.05,1.50,1.8,1.67,1.27,None,1.61,None,2020-10-17,1439
Primeira_Liga,2020-10-17,2030,Sporting CP,FC Porto,3.76,3.52,2.21,1.87,1.63,1.67,1.8,1.65,None,1.27,SO,2020-10-17,1450
La_Liga,2020-10-18,1100,Eibar,CA Osasuna,2.64,2.92,2.78,2.33,1.42,1.95,1.63,1.38,None,1.42,None,2020-10-17,1447
Eredivisie,2020-10-18,1115,Feyenoord,Sparta Rotterdam,1.35,5.2,7.0,1.33,2.5,1.57,1.95,1.06,None,2.98,None,2020-10-17,1432
Serie_A,2020-10-18,1130,Bolonha,Sassuolo,2.58,3.5,2.45,1.47,2.2,1.4,2.4,1.47,None,1.44,None,2020-10-17,1453
Ligue_1,2020-10-18,1200,Estrasburgo,Lyon,3.55,3.3,2.02,1.8,1.67,1.65,1.83,1.70,None,1.25,None,2020-10-17,1439
Premier_League,2020-10-18,1200,Sheffield United,Fulham,2.11,3.2,3.4,2.02,1.57,1.8,1.75,1.27,None,1.65,None,2020-10-17,1456
RFPL,2020-10-18,1200,Arsenal Tula,Ural Sverdlovskaya Oblast,2.05,3.25,3.5,1.95,1.55,1.75,1.7,1.26,None,1.67,None,2020-10-17,1446
Championship,2020-10-18,1200,Preston,Cardiff,2.2,3.2,3.2,1.91,1.60,1.7,1.78,1.30,None,1.6,None,2020-10-17,1441
RFPL,2020-10-18,1200,Rotor Volgograd,Tambov,2.6,3.0,2.76,2.30,1.38,1.95,1.55,1.38,None,1.44,None,2020-10-17,1446
La_Liga,2020-10-18,1300,Athletic Bilbao,Levante,1.95,3.25,3.85,2.02,1.57,1.83,1.72,1.22,None,1.75,None,2020-10-17,1447
Eredivisie,2020-10-18,1330,Ajax,SC Heerenveen,1.21,6.65,9.5,1.19,3.25,1.5,2.05,1.03,None,3.9,None,2020-10-17,1432
Eredivisie,2020-10-18,1330,Den Haag,Vitesse,4.9,4.1,1.57,1.5,2.05,1.55,2.0,2.20,None,1.14,None,2020-10-17,1432
Premier_League,2020-10-18,1400,Crystal Palace FC,Brighton,2.65,3.1,2.62,1.95,1.61,1.72,1.83,1.44,None,1.42,None,2020-10-17,1456
Serie_A,2020-10-18,1400,Spezia,Fiorentina,5.1,3.8,1.61,1.63,1.95,1.63,1.95,2.17,None,1.13,None,2020-10-17,1453
Ligue_1,2020-10-18,1400,Nantes,Stade Brestois 29,2.05,3.45,3.25,1.78,1.70,1.65,1.85,1.30,None,1.67,None,2020-10-17,1439
Ligue_1,2020-10-18,1400,Angers,FC Metz,2.02,3.2,3.7,2.1,1.47,1.87,1.63,1.24,None,1.7,None,2020-10-17,1439
Serie_A,2020-10-18,1400,Torino,Cagliari,2.16,3.3,3.2,1.72,1.83,1.57,2.02,1.31,None,1.61,None,2020-10-17,1453
Bundesliga,2020-10-18,1430,Colonia,Eintracht Frankfurt,2.98,3.7,2.11,1.42,2.33,1.38,2.45,1.65,None,1.33,None,2020-10-17,1435
RFPL,2020-10-18,1430,CSKA Moscovo,Dinamo Moscovo,2.02,3.25,3.6,2.1,1.47,1.85,1.61,1.25,None,1.7,None,2020-10-17,1446
Primeira_Liga,2020-10-18,1500,Belenenses SAD,Moreirense FC,2.37,2.92,3.15,2.04,1.53,1.75,1.72,1.31,None,1.5,None,2020-10-17,1450
La_Liga,2020-10-18,1500,Villarreal,Valencia,1.6,4.0,4.85,1.61,1.95,1.63,1.95,1.14,None,2.19,None,2020-10-17,1447
Primeira_Liga,2020-10-18,1500,FC Pacos Ferreira,CD Santa Clara,2.5,3.05,2.86,2.25,1.42,1.91,1.6,1.36,None,1.47,None,2020-10-17,1450
Eredivisie,2020-10-18,1545,FC Groningen,FC Utrecht,3.0,3.4,2.2,1.67,1.80,1.57,1.95,1.60,None,1.33,None,2020-10-17,1432
Eredivisie,2020-10-18,1545,PEC Zwolle,PSV Eindhoven,4.65,4.15,1.6,1.44,2.2,1.47,2.11,2.19,None,1.15,None,2020-10-17,1432
Ligue_1,2020-10-18,1600,Saint-Etienne,Nice,2.56,3.0,2.8,1.9,1.60,1.65,1.83,1.38,None,1.45,None,2020-10-17,1439
Premier_League,2020-10-18,1630,Tottenham,West Ham,1.6,3.95,5.05,1.53,2.10,1.55,2.05,1.14,None,2.2,None,2020-10-17,1456
RFPL,2020-10-18,1700,Rostov,FC Akhmat Grozny,2.35,3.0,3.1,2.04,1.50,1.75,1.7,1.32,None,1.53,None,2020-10-17,1446
Serie_A,2020-10-18,1700,Udinese,Parma,1.87,3.4,3.95,1.8,1.75,1.7,1.85,1.21,None,1.83,None,2020-10-17,1453
Bundesliga,2020-10-18,1700,FC Schalke 04,1. FC Union Berlin,2.8,3.2,2.45,1.87,1.67,1.65,1.9,1.47,None,1.38,None,2020-10-17,1435
Primeira_Liga,2020-10-18,1730,SC Farense,Famalicao,2.54,3.1,2.74,1.83,1.65,1.63,1.87,1.40,None,1.45,None,2020-10-17,1450
La_Liga,2020-10-18,1730,Huesca,Real Valladolid,2.25,2.92,3.4,2.60,1.35,2.15,1.5,1.27,None,1.57,None,2020-10-17,1447
La_Liga,2020-10-18,1730,Alaves,Elche CF,1.75,3.35,4.75,2.45,1.38,2.25,1.45,1.15,None,1.95,None,2020-10-17,1447
Eredivisie,2020-10-18,1900,FC Emmen,Fortuna Sittard,2.1,3.65,3.05,1.47,2.14,1.4,2.3,1.33,None,1.65,None,2020-10-17,1432
Premier_League,2020-10-18,1915,Leicester,Aston Villa,2.05,3.4,3.35,1.55,2.05,1.45,2.25,1.28,None,1.67,None,2020-10-17,1456
Serie_A,2020-10-18,1945,AS Roma,Benevento Calcio,1.33,5.3,7.15,1.42,2.33,1.7,1.85,1.06,None,3.0,None,2020-10-17,1453
Ligue_1,2020-10-18,2000,Lille,RC Lens,1.83,3.4,4.2,1.91,1.60,1.78,1.7,1.19,None,1.88,None,2020-10-17,1439
La_Liga,2020-10-18,2000,Betis,Real Sociedad,2.45,3.3,2.72,1.72,1.83,1.57,2.04,1.40,None,1.47,None,2020-10-17,1447
Primeira_Liga,2020-10-18,2000,Rio Ave FC,SL Benfica,5.45,4.1,1.53,1.57,1.95,1.61,1.88,2.33,None,1.11,None,2020-10-17,1450
Premier_League,2020-10-19,1730,West Brom,Burnley,2.4,3.15,2.9,1.95,1.63,1.72,1.83,1.36,None,1.5,None,2020-10-17,1456
Premier_League,2020-10-19,2000,Leeds United,Wolverhampton,2.45,3.15,2.82,1.91,1.65,1.67,1.87,1.38,None,1.47,None,2020-10-17,1456
