League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
MLS,2020-08-01,30,Orlando City SC,Los Angeles FC,3.8,4.1,1.75,None,None,None,None,None,None,None,2020-07-31,2213
Premiership,2020-08-01,1230,Aberdeen FC,Rangers,6.85,4.4,1.42,1.61,1.88,1.80,1.67,2.68,1.13,1.07,2020-07-31,2208
Premiership,2020-08-01,1500,Dundee United,FC St Johnstone,2.65,3.1,2.63,2.02,1.53,1.75,1.72,1.42,1.27,1.42,2020-07-31,2208
Premiership,2020-08-01,1500,Hibernian FC,Kilmarnock FC,2.1,3.35,3.3,1.83,1.65,1.67,1.8,1.28,1.24,1.65,2020-07-31,2208
Premiership,2020-08-01,1500,St Mirren,Livingston FC,2.9,3.15,2.4,2.02,1.53,1.75,1.72,1.50,1.26,1.36,2020-07-31,2208
Serie_A,2020-08-01,1700,Brescia Calcio,Sampdoria,5.65,4.55,1.47,1.3,2.78,1.38,2.45,2.52,1.14,1.11,2020-07-31,2214
Serie_A,2020-08-01,1945,Juventus,AS Roma,2.48,4.07,2.84,1.4,2.52,1.33,2.62,1.42,1.21,1.53,2020-07-31,2214
Serie_A,2020-08-01,1945,AC Milao,Cagliari,1.3,5.6,7.7,1.26,2.96,1.47,2.2,1.05,1.09,3.25,2020-07-31,2214
Serie_A,2020-08-01,1945,Napoles,Lazio,2.8,3.8,2.33,1.42,2.45,1.35,2.58,1.55,1.22,1.4,2020-07-31,2214
Serie_A,2020-08-01,1945,Atalanta,Inter de Milao,2.37,3.7,2.8,1.42,2.45,1.35,2.56,1.40,1.22,1.53,2020-07-31,2214
MLS,2020-08-02,100,San Jose Earthquakes,Minnesota United,2.25,3.3,3.0,None,None,None,None,None,None,None,2020-07-31,2213
MLS,2020-08-02,100,New York City FC,Portland Timbers,2.2,3.65,2.86,None,None,None,None,None,None,None,2020-07-31,2213
Premiership,2020-08-02,1630,Celtic,Hamilton Academical,1.08,9.0,21.5,1.28,2.68,2.25,1.42,-,1.04,6.3,2020-07-31,2208
Serie_A,2020-08-02,1700,Spal,Fiorentina,6.2,4.7,1.42,1.33,2.66,1.45,2.25,2.67,1.13,1.09,2020-07-31,2214
Serie_A,2020-08-02,1945,Sassuolo,Udinese,1.88,3.95,3.4,1.35,2.58,1.33,2.62,1.27,1.19,1.83,2020-07-31,2214
Serie_A,2020-08-02,1945,Genova,Hellas Verona,1.55,4.25,5.0,1.45,2.25,1.50,2.13,1.14,1.16,2.3,2020-07-31,2214
Serie_A,2020-08-02,1945,Bolonha,Torino,2.02,3.95,3.0,1.32,2.68,1.31,2.74,1.33,1.18,1.7,2020-07-31,2214
Serie_A,2020-08-02,1945,US Lecce,Parma,1.53,4.4,5.0,1.32,2.68,1.38,2.45,1.14,1.14,2.35,2020-07-31,2214
Premiership,2020-08-03,1945,Ross County,Motherwell FC,3.1,3.35,2.17,1.83,1.65,1.65,1.83,1.61,1.23,1.31,2020-07-31,2208
Championship,2020-08-04,1945,Brentford FC,Fulham,2.05,3.2,3.6,None,None,None,None,None,None,None,2020-07-31,2208
Liga_Europa,2020-08-05,1755,Shakhtar Donetsk,Wolfsburgo,2.3,3.45,2.82,None,None,None,None,None,None,None,2020-07-31,2211
Liga_Europa,2020-08-05,1755,FC Copenhagen,Istanbul Basaksehir,2.2,3.2,3.15,None,None,None,None,None,None,None,2020-07-31,2211
Liga_Europa,2020-08-05,2000,Manchester United,Linz,1.24,5.85,10.0,None,None,None,None,None,None,None,2020-07-31,2211
Liga_Europa,2020-08-05,2000,Inter de Milao,Getafe,1.8,3.55,4.15,None,None,None,None,None,None,None,2020-07-31,2211
Liga_Europa,2020-08-06,1755,Bayer Leverkusen,Rangers,1.65,3.9,4.6,None,None,None,None,None,None,None,2020-07-31,2211
Liga_Europa,2020-08-06,1755,Sevilha,AS Roma,2.15,3.2,3.3,None,None,None,None,None,None,None,2020-07-31,2211
Liga_Europa,2020-08-06,2000,Basileia,Eintracht Frankfurt,2.37,3.55,2.67,None,None,None,None,None,None,None,2020-07-31,2211
Liga_Europa,2020-08-06,2000,Wolverhampton,Olympiacos,1.78,3.45,4.45,None,None,None,None,None,None,None,2020-07-31,2211
Champions,2020-08-07,2000,Juventus,Lyon,1.4,4.55,6.85,None,None,None,None,None,None,None,2020-07-31,2212
Champions,2020-08-07,2000,Manchester City,Real Madrid,1.67,4.2,4.1,None,None,None,None,None,None,None,2020-07-31,2212
RFPL,2020-08-08,1400,FK Khimki,CSKA Moscovo,4.55,3.3,1.53,1.80,1.6,1.80,1.6,2.16,1.19,1.11,2020-07-31,2209
RFPL,2020-08-08,1630,Tambov,Rostov,3.5,2.94,1.8,1.78,1.61,1.65,1.75,1.75,1.24,1.2,2020-07-31,2209
Champions,2020-08-08,2000,Bayern Munique,Chelsea,1.55,4.25,5.1,None,None,None,None,None,None,None,2020-07-31,2212
Champions,2020-08-08,2000,Barcelona,Napoles,1.6,3.75,5.35,None,None,None,None,None,None,None,2020-07-31,2212
RFPL,2020-08-09,1500,FC Ufa,Krasnodar,3.55,2.9,1.8,2.04,1.45,1.83,1.57,1.75,1.26,1.19,2020-07-31,2209
RFPL,2020-08-09,1700,Arsenal Tula,FC Akhmat Grozny,2.2,2.84,2.65,1.85,1.57,1.65,1.75,1.35,1.27,1.47,2020-07-31,2209
RFPL,2020-08-09,1800,Spartak Moscovo,PFC Sochi,1.72,3.05,3.7,1.78,1.61,1.67,1.72,1.18,1.23,1.85,2020-07-31,2209
RFPL,2020-08-10,1500,Ural Sverdlovskaya Oblast,Dinamo Moscovo,2.54,2.9,2.25,1.85,1.57,1.65,1.75,1.47,1.26,1.38,2020-07-31,2209
RFPL,2020-08-11,1600,Rotor Volgograd,Zenit Sao Petersburgo,6.1,3.85,1.32,1.70,1.7,1.95,1.5,2.76,1.13,1.04,2020-07-31,2209
RFPL,2020-08-11,1800,Rubin Kazan,Lokomotiv Moscovo,3.0,2.7,2.1,2.04,1.45,1.75,1.65,1.55,1.3,1.27,2020-07-31,2209
Champions,2020-08-12,2000,Atalanta,PSG,2.76,3.65,2.25,None,None,None,None,None,None,None,2020-07-31,2212
Champions,2020-08-13,2000,RB Leipzig,Atletico de Madrid,3.2,3.1,2.25,None,None,None,None,None,None,None,2020-07-31,2212
