League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Premiership,2020-09-16,1945,St Mirren,Celtic,19.5,7.7,1.11,1.32,2.54,2.05,1.5,5.45,None,-,2020-09-16,1813
Ligue_1,2020-09-16,2000,PSG,FC Metz,1.26,5.85,11.0,1.60,2.0,2.13,1.5,1.03,None,3.55,2020-09-16,1807
Ligue_1,2020-09-17,2000,Marselha,Saint-Etienne,1.95,3.25,3.8,1.90,1.6,1.72,1.75,1.22,None,1.75,2020-09-16,1807
RFPL,2020-09-18,1800,Krasnodar,FK Khimki,1.32,4.7,9.0,1.65,1.8,1.95,1.55,1.03,None,3.10,2020-09-16,1814
Eredivisie,2020-09-18,1900,VVV Venlo,FC Utrecht,4.0,3.75,1.78,1.50,2.05,1.47,2.12,1.91,None,1.21,2020-09-16,1801
Primeira_Liga,2020-09-18,1900,Famalicao,SL Benfica,6.95,4.5,1.4,1.60,2.0,1.8,1.75,2.74,None,1.06,2020-09-16,1818
Bundesliga,2020-09-18,1930,Bayern Munique,FC Schalke 04,1.11,8.5,16.75,1.18,3.55,1.7,1.85,-,None,5.55,2020-09-16,1804
Championship,2020-09-18,1945,Coventry City,Queens Park Rangers,2.37,3.15,2.94,1.90,1.61,1.67,1.8,1.35,None,1.53,2020-09-16,1809
Ligue_1,2020-09-18,2000,Lyon,Nimes,1.45,4.35,6.25,1.57,1.95,1.7,1.78,1.08,None,2.56,2020-09-16,1807
Primeira_Liga,2020-09-18,2115,Vitoria Guimaraes,Belenenses SAD,1.36,4.75,7.25,1.57,2.02,1.83,1.72,1.06,None,2.86,2020-09-16,1818
Championship,2020-09-19,1230,Nottingham Forest,Cardiff,2.5,3.1,2.8,2.02,1.53,1.75,1.72,1.38,None,1.47,2020-09-16,1809
Premier_League,2020-09-19,1230,Everton,West Brom,1.53,4.05,5.65,1.67,1.88,1.75,1.8,1.10,None,2.35,2020-09-16,1824
Bundesliga,2020-09-19,1430,Werder Bremen,Hertha Berlin,2.6,3.4,2.5,1.63,1.95,1.5,2.16,1.47,None,1.44,2020-09-16,1804
Bundesliga,2020-09-19,1430,Colonia,Hoffenheim,2.54,3.45,2.52,1.50,2.14,1.42,2.35,1.45,None,1.45,2020-09-16,1804
RFPL,2020-09-19,1430,Ural Sverdlovskaya Oblast,Zenit Sao Petersburgo,6.8,4.55,1.4,1.50,2.04,1.65,1.8,2.72,None,1.07,2020-09-16,1814
Bundesliga,2020-09-19,1430,1. FC Union Berlin,Augsburgo,2.25,3.1,3.2,1.88,1.67,1.67,1.88,1.30,None,1.57,2020-09-16,1804
Bundesliga,2020-09-19,1430,Estugarda,Friburgo,2.2,3.35,3.05,1.67,1.88,1.53,2.1,1.33,None,1.60,2020-09-16,1804
Bundesliga,2020-09-19,1430,Eintracht Frankfurt,Arminia Bielefeld,1.61,4.05,4.65,1.50,2.15,1.53,2.1,1.15,None,2.15,2020-09-16,1804
Championship,2020-09-19,1500,Blackburn Rovers,Wycombe,1.57,3.7,5.8,1.75,1.72,1.78,1.7,1.10,None,2.25,2020-09-16,1809
Championship,2020-09-19,1500,Brentford FC,Huddersfield,1.57,3.75,5.8,1.83,1.65,1.85,1.65,1.10,None,2.25,2020-09-16,1809
Premiership,2020-09-19,1500,FC St Johnstone,Ross County,2.05,3.3,3.45,1.95,1.57,1.78,1.7,1.27,None,1.67,2020-09-16,1813
Championship,2020-09-19,1500,Swansea City,Birmingham,2.04,3.2,3.6,2.11,1.47,1.88,1.61,1.24,None,1.70,2020-09-16,1809
Championship,2020-09-19,1500,Reading,Barnsley FC,2.35,3.1,3.0,1.80,1.67,1.61,1.88,1.33,None,1.53,2020-09-16,1809
Championship,2020-09-19,1500,Luton Town,Derby County,2.68,3.1,2.62,1.80,1.67,1.6,1.91,1.42,None,1.40,2020-09-16,1809
La_Liga,2020-09-19,1500,Villarreal,Eibar,1.57,4.0,5.15,1.70,1.85,1.75,1.8,1.13,None,2.25,2020-09-16,1815
Premiership,2020-09-19,1500,Kilmarnock FC,Hamilton Academical,1.53,4.15,5.35,1.72,1.75,1.83,1.65,1.12,None,2.33,2020-09-16,1813
Championship,2020-09-19,1500,Sheffield Wednesday,Watford,2.78,3.1,2.52,2.00,1.55,1.72,1.75,1.45,None,1.38,2020-09-16,1809
Premiership,2020-09-19,1500,Dundee United,St Mirren,2.18,3.3,3.15,1.80,1.67,1.65,1.83,1.31,None,1.61,2020-09-16,1813
Championship,2020-09-19,1500,Middlesbrough,Bournemouth,2.66,3.1,2.63,2.00,1.55,1.72,1.75,1.42,None,1.42,2020-09-16,1809
Championship,2020-09-19,1500,Norwich City,Preston,1.8,3.45,4.3,1.78,1.7,1.7,1.78,1.18,None,1.91,2020-09-16,1809
Premier_League,2020-09-19,1500,Leeds United,Fulham,1.6,3.85,5.1,1.80,1.75,1.8,1.75,1.13,None,2.20,2020-09-16,1824
Championship,2020-09-19,1500,Rotherham,Millwall FC,2.74,2.94,2.66,2.13,1.47,1.8,1.67,1.42,None,1.40,2020-09-16,1809
Premiership,2020-09-19,1500,Celtic,Livingston FC,1.12,7.4,19.0,1.38,2.35,2.25,1.42,-,None,5.35,2020-09-16,1813
Eredivisie,2020-09-19,1530,AZ Alkmaar,PEC Zwolle,1.36,4.95,6.95,1.42,2.25,1.63,1.87,1.06,None,2.86,2020-09-16,1801
Ligue_1,2020-09-19,1600,RC Lens,Bordeus,2.4,2.98,3.05,2.05,1.5,1.78,1.7,1.33,None,1.50,2020-09-16,1807
Primeira_Liga,2020-09-19,1600,CD Nacional Madeira,Boavista FC,2.56,2.98,2.82,2.33,1.42,1.95,1.63,1.38,None,1.45,2020-09-16,1818
RFPL,2020-09-19,1700,Rostov,Rotor Volgograd,1.31,4.9,9.0,1.65,1.8,2.02,1.5,1.03,None,3.15,2020-09-16,1814
Premier_League,2020-09-19,1730,Manchester United,Crystal Palace FC,1.33,5.25,7.25,1.50,2.13,1.8,1.75,1.06,None,3.05,2020-09-16,1824
La_Liga,2020-09-19,1730,Getafe,CA Osasuna,1.91,3.1,4.2,2.40,1.4,2.12,1.53,1.19,None,1.78,2020-09-16,1815
Bundesliga,2020-09-19,1730,Borussia Dortmund,Borussia Monchengladbach,1.6,4.15,4.65,1.38,2.45,1.42,2.37,1.16,None,2.20,2020-09-16,1804
Eredivisie,2020-09-19,1745,Vitesse,Sparta Rotterdam,1.67,3.95,4.4,1.50,2.05,1.5,2.05,1.17,None,2.10,2020-09-16,1801
Primeira_Liga,2020-09-19,1830,Sporting CP,Gil Vicente FC,1.42,4.3,7.0,1.75,1.78,1.95,1.61,1.06,None,2.65,2020-09-16,1818
Eredivisie,2020-09-19,1900,PSV Eindhoven,FC Emmen,1.17,7.0,11.75,1.31,2.58,1.83,1.65,1.02,None,4.40,2020-09-16,1801
La_Liga,2020-09-19,2000,Celta de Vigo,Valencia,2.2,3.4,3.0,1.87,1.67,1.7,1.85,1.33,None,1.57,2020-09-16,1815
Premier_League,2020-09-19,2000,Arsenal,West Ham,1.5,4.3,5.35,1.53,2.1,1.63,1.95,1.12,None,2.37,2020-09-16,1824
Ligue_1,2020-09-19,2000,Rennes,Monaco,2.3,3.25,2.96,1.67,1.8,1.53,2.0,1.35,None,1.55,2020-09-16,1807
Eredivisie,2020-09-19,2000,Fortuna Sittard,SC Heerenveen,3.05,3.6,2.1,1.53,2.02,1.45,2.17,1.65,None,1.32,2020-09-16,1801
Primeira_Liga,2020-09-19,2100,FC Porto,SC Braga,1.63,3.85,4.9,1.65,1.91,1.65,1.9,1.14,None,2.16,2020-09-16,1818
Eredivisie,2020-09-20,1115,Den Haag,FC Groningen,3.35,3.4,2.05,1.78,1.7,1.63,1.87,1.67,None,1.28,2020-09-16,1801
Serie_A,2020-09-20,1130,Parma,Napoles,4.4,4.0,1.65,1.53,2.11,1.55,2.05,2.10,None,1.17,2020-09-16,1821
Ligue_1,2020-09-20,1200,Nice,PSG,5.4,4.1,1.53,1.47,2.15,1.53,2.04,2.30,None,1.12,2020-09-16,1807
RFPL,2020-09-20,1200,Arsenal Tula,PFC Sochi,2.67,2.96,2.72,2.15,1.44,1.83,1.63,1.40,None,1.42,2020-09-16,1814
RFPL,2020-09-20,1200,FC Ufa,CSKA Moscovo,5.55,3.3,1.67,2.25,1.4,2.13,1.45,2.05,None,1.11,2020-09-16,1814
Premiership,2020-09-20,1200,Hibernian FC,Rangers,6.3,4.15,1.47,1.67,1.8,1.8,1.67,2.52,None,1.08,2020-09-16,1813
Premier_League,2020-09-20,1200,Southampton,Tottenham,2.92,3.2,2.35,1.83,1.72,1.65,1.91,1.53,None,1.35,2020-09-16,1824
Eredivisie,2020-09-20,1330,Feyenoord,FC Twente Enschede,1.4,4.8,6.25,1.38,2.37,1.53,2.02,1.08,None,2.72,2020-09-16,1801
Eredivisie,2020-09-20,1330,Willem II Tilburg,Heracles Almelo,2.1,3.45,3.2,1.70,1.78,1.57,1.95,1.30,None,1.65,2020-09-16,1801
Premier_League,2020-09-20,1400,Newcastle,Brighton,2.56,3.0,2.8,2.17,1.5,1.85,1.7,1.38,None,1.45,2020-09-16,1824
Serie_A,2020-09-20,1400,Genova,FC Crotone,1.9,3.4,3.85,1.78,1.75,1.67,1.88,1.22,None,1.80,2020-09-16,1821
Championship,2020-09-20,1400,Stoke City,Bristol City,1.95,3.2,3.9,1.90,1.6,1.72,1.75,1.21,None,1.75,2020-09-16,1809
