League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
RFPL,2020-08-23,1700,Spartak Moscovo,Lokomotiv Moscovo,2.3,2.74,2.62,1.91,1.53,1.67,1.72,1.35,1.28,1.45,2020-08-23,1644
Champions,2020-08-23,2000,PSG,Bayern Munique,3.36,4.5,2.08,None,None,None,None,None,None,None,2020-08-23,1645
RFPL,2020-08-25,1630,Tambov,PFC Sochi,2.8,2.74,2.18,1.95,1.5,1.70,1.7,1.50,1.28,1.31,2020-08-23,1644
RFPL,2020-08-25,1830,Arsenal Tula,FK Khimki,1.95,2.74,3.3,1.95,1.5,1.72,1.67,1.23,1.28,1.63,2020-08-23,1644
RFPL,2020-08-26,1630,Rubin Kazan,FC Ufa,2.02,2.64,3.25,2.3,1.35,1.95,1.5,1.23,1.31,1.6,2020-08-23,1644
RFPL,2020-08-26,1630,Lokomotiv Moscovo,FC Akhmat Grozny,1.5,3.15,5.2,1.9,1.53,1.90,1.53,1.07,1.21,2.2,2020-08-23,1644
RFPL,2020-08-26,1630,Rotor Volgograd,Spartak Moscovo,4.8,3.45,1.47,1.75,1.65,1.78,1.61,2.25,1.17,1.09,2020-08-23,1644
RFPL,2020-08-26,1830,Krasnodar,CSKA Moscovo,2.15,2.96,2.65,1.67,1.72,1.53,1.9,1.35,1.24,1.53,2020-08-23,1644
RFPL,2020-08-26,1830,Rostov,Ural Sverdlovskaya Oblast,1.57,3.3,4.1,1.7,1.7,1.67,1.72,1.14,1.2,2.04,2020-08-23,1644
RFPL,2020-08-26,1845,Dinamo Moscovo,Zenit Sao Petersburgo,3.8,3.05,1.7,1.8,1.6,1.70,1.7,1.88,1.23,1.17,2020-08-23,1644
Ligue_1,2020-08-28,2000,Lyon,Dijon,1.33,4.85,8.0,1.55,2.05,1.83,1.72,1.04,1.16,3.05,2020-08-23,1639
