League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Eredivisie,2020-09-25,1900,FC Twente Enschede,FC Groningen,2.37,3.25,2.86,1.90,1.61,1.67,1.8,1.36,None,1.53,2020-09-23,1720
Bundesliga,2020-09-25,1930,Hertha Berlin,Eintracht Frankfurt,2.25,3.35,3.0,1.57,2.02,1.47,2.2,1.33,None,1.57,2020-09-23,1722
Championship,2020-09-25,1945,Huddersfield,Nottingham Forest,2.66,3.0,2.7,2.10,1.47,1.78,1.7,1.40,None,1.42,2020-09-23,1726
La_Liga,2020-09-25,2000,Eibar,Athletic Bilbao,2.96,2.84,2.56,2.45,1.38,2.02,1.57,1.45,None,1.33,2020-09-23,1733
Ligue_1,2020-09-25,2000,Lille,Nantes,1.75,3.45,4.6,2.10,1.47,2.0,1.55,1.16,None,1.95,2020-09-23,1725
La_Liga,2020-09-26,1200,Alaves,Getafe,3.4,2.72,2.4,2.72,1.31,2.16,1.5,1.50,None,1.27,2020-09-23,1733
Premier_League,2020-09-26,1230,Brighton,Manchester United,4.6,3.45,1.75,1.75,1.8,1.65,1.9,1.95,None,1.16,2020-09-23,1740
Championship,2020-09-26,1230,Wycombe,Swansea City,4.25,3.45,1.8,1.95,1.57,1.83,1.65,1.91,None,1.19,2020-09-23,1726
Serie_A,2020-09-26,1400,Torino,Atalanta,4.33,4.05,1.67,1.50,2.19,1.5,2.14,2.10,None,1.18,2020-09-23,1738
Bundesliga,2020-09-26,1430,Mainz 05,Estugarda,2.25,3.45,2.9,1.55,2.05,1.44,2.3,1.36,None,1.57,2020-09-23,1722
Bundesliga,2020-09-26,1430,Arminia Bielefeld,Colonia,2.64,3.35,2.5,1.57,2.04,1.45,2.25,1.47,None,1.42,2020-09-23,1722
Bundesliga,2020-09-26,1430,Bayer Leverkusen,RB Leipzig,2.94,3.5,2.2,1.47,2.2,1.4,2.4,1.57,None,1.35,2020-09-23,1722
Bundesliga,2020-09-26,1430,Borussia Monchengladbach,1. FC Union Berlin,1.42,4.3,6.8,1.61,1.95,1.75,1.8,1.07,None,2.63,2020-09-23,1722
RFPL,2020-09-26,1430,Zenit Sao Petersburgo,FC Ufa,1.23,5.7,11.0,1.60,1.88,2.19,1.42,1.02,None,3.75,2020-09-23,1730
Bundesliga,2020-09-26,1430,Augsburgo,Borussia Dortmund,6.2,4.65,1.42,1.45,2.25,1.61,1.95,2.64,None,1.08,2020-09-23,1722
La_Liga,2020-09-26,1500,Valencia,Huesca,1.95,3.3,3.8,1.95,1.63,1.75,1.78,1.22,None,1.75,2020-09-23,1733
Championship,2020-09-26,1500,Watford,Luton Town,1.67,3.55,5.0,1.83,1.65,1.78,1.7,1.14,None,2.05,2020-09-23,1726
Premiership,2020-09-26,1500,Livingston FC,FC St Johnstone,2.5,3.0,2.9,2.13,1.47,1.8,1.67,1.36,None,1.47,2020-09-23,1730
Premiership,2020-09-26,1500,St Mirren,Kilmarnock FC,2.82,3.15,2.45,2.02,1.53,1.75,1.72,1.47,None,1.38,2020-09-23,1730
Championship,2020-09-26,1500,Millwall FC,Brentford FC,3.4,3.15,2.13,2.14,1.47,1.88,1.61,1.63,None,1.27,2020-09-23,1726
Championship,2020-09-26,1500,Derby County,Blackburn Rovers,2.63,3.2,2.58,1.88,1.61,1.67,1.8,1.44,None,1.42,2020-09-23,1726
Premiership,2020-09-26,1500,Hamilton Academical,Dundee United,3.4,3.25,2.1,1.90,1.61,1.7,1.78,1.65,None,1.27,2020-09-23,1730
Championship,2020-09-26,1500,Preston,Stoke City,2.4,3.1,2.94,2.13,1.47,1.83,1.65,1.35,None,1.5,2020-09-23,1726
Premier_League,2020-09-26,1500,Crystal Palace FC,Everton,3.55,3.2,2.05,2.02,1.57,1.8,1.75,1.67,None,1.26,2020-09-23,1740
Championship,2020-09-26,1500,Birmingham,Rotherham,2.15,3.2,3.3,2.00,1.55,1.75,1.72,1.28,None,1.63,2020-09-23,1726
Championship,2020-09-26,1500,Cardiff,Reading,2.05,3.3,3.45,1.88,1.61,1.7,1.78,1.26,None,1.67,2020-09-23,1726
Championship,2020-09-26,1500,Barnsley FC,Coventry City,2.17,3.25,3.2,1.85,1.65,1.67,1.8,1.30,None,1.61,2020-09-23,1726
Championship,2020-09-26,1500,Queens Park Rangers,Middlesbrough,2.56,3.15,2.68,1.90,1.6,1.67,1.8,1.40,None,1.45,2020-09-23,1726
Eredivisie,2020-09-26,1530,PEC Zwolle,Sparta Rotterdam,2.15,3.55,3.0,1.57,1.95,1.47,2.1,1.33,None,1.63,2020-09-23,1720
Ligue_1,2020-09-26,1600,Saint-Etienne,Rennes,2.68,3.0,2.67,2.02,1.53,1.75,1.72,1.42,None,1.42,2020-09-23,1725
Serie_A,2020-09-26,1700,Cagliari,Lazio,4.35,3.75,1.72,1.57,2.02,1.55,2.05,2.00,None,1.18,2020-09-23,1738
Serie_A,2020-09-26,1700,Sampdoria,Benevento Calcio,2.0,3.4,3.5,1.67,1.87,1.57,2.02,1.26,None,1.72,2020-09-23,1738
Bundesliga,2020-09-26,1730,FC Schalke 04,Werder Bremen,2.45,3.35,2.67,1.65,1.91,1.5,2.13,1.42,None,1.47,2020-09-23,1722
Premier_League,2020-09-26,1730,West Brom,Chelsea,7.95,4.65,1.35,1.55,2.05,1.8,1.75,2.92,None,1.04,2020-09-23,1740
La_Liga,2020-09-26,1730,Elche CF,Real Sociedad,3.75,3.3,1.95,2.25,1.45,2.02,1.57,1.72,None,1.23,2020-09-23,1733
Eredivisie,2020-09-26,1745,Fortuna Sittard,AZ Alkmaar,5.45,4.3,1.5,1.42,2.25,1.47,2.11,2.40,None,1.11,2020-09-23,1720
Eredivisie,2020-09-26,1900,SC Heerenveen,VVV Venlo,1.6,4.0,5.0,1.50,2.05,1.53,2.02,1.14,None,2.2,2020-09-23,1720
Serie_A,2020-09-26,1945,Inter de Milao,Fiorentina,1.47,4.33,5.8,1.55,2.05,1.67,1.88,1.10,None,2.45,2020-09-23,1738
Ligue_1,2020-09-26,2000,Marselha,FC Metz,1.63,3.65,5.15,1.95,1.57,1.91,1.6,1.13,None,2.13,2020-09-23,1725
La_Liga,2020-09-26,2000,Betis,Real Madrid,3.85,3.75,1.8,1.61,1.95,1.57,2.02,1.90,None,1.22,2020-09-23,1733
Premier_League,2020-09-26,2000,Burnley,Southampton,3.05,3.15,2.3,1.95,1.63,1.72,1.83,1.55,None,1.33,2020-09-23,1740
La_Liga,2020-09-27,1100,CA Osasuna,Levante,2.25,3.2,3.05,1.95,1.63,1.72,1.83,1.33,None,1.55,2020-09-23,1733
Eredivisie,2020-09-27,1115,Feyenoord,Den Haag,1.2,6.45,11.0,1.27,2.78,1.63,1.87,1.02,None,4.05,2020-09-23,1720
Serie_A,2020-09-27,1130,Spezia,Sassuolo,4.15,3.75,1.75,1.63,1.95,1.6,2.0,1.95,None,1.19,2020-09-23,1738
Premier_League,2020-09-27,1200,Sheffield United,Leeds United,2.67,3.2,2.54,1.88,1.67,1.67,1.88,1.45,None,1.42,2020-09-23,1740
Premiership,2020-09-27,1200,Motherwell FC,Rangers,7.7,5.0,1.33,1.53,2.04,1.8,1.67,3.00,None,1.05,2020-09-23,1730
Ligue_1,2020-09-27,1200,Bordeus,Nice,2.15,3.15,3.35,2.04,1.53,1.8,1.67,1.27,None,1.63,2020-09-23,1725
Championship,2020-09-27,1300,Bristol City,Sheffield Wednesday,2.52,3.1,2.78,2.00,1.53,1.72,1.75,1.38,None,1.45,2020-09-23,1726
Eredivisie,2020-09-27,1330,FC Utrecht,RKC Waalwijk,1.25,5.75,9.5,1.28,2.72,1.55,2.0,1.03,None,3.55,2020-09-23,1720
Eredivisie,2020-09-27,1330,Heracles Almelo,PSV Eindhoven,3.8,3.8,1.8,1.47,2.12,1.45,2.18,1.88,None,1.23,2020-09-23,1720
Serie_A,2020-09-27,1400,Hellas Verona,Udinese,2.64,2.98,2.74,2.20,1.47,1.87,1.67,1.40,None,1.42,2020-09-23,1738
Premier_League,2020-09-27,1400,Tottenham,Newcastle,1.45,4.33,6.2,1.65,1.91,1.8,1.75,1.08,None,2.54,2020-09-23,1740
Ligue_1,2020-09-27,1400,Angers,Stade Brestois 29,2.02,3.3,3.55,1.95,1.57,1.78,1.7,1.25,None,1.7,2020-09-23,1725
Ligue_1,2020-09-27,1400,Monaco,Estrasburgo,1.83,3.55,4.0,1.63,1.87,1.57,1.95,1.20,None,1.88,2020-09-23,1725
Serie_A,2020-09-27,1400,Napoles,Genova,1.32,5.15,7.95,1.50,2.19,1.8,1.75,1.04,None,3.15,2020-09-23,1738
Ligue_1,2020-09-27,1400,Nimes,RC Lens,2.56,3.2,2.65,1.83,1.65,1.63,1.87,1.42,None,1.45,2020-09-23,1725
Ligue_1,2020-09-27,1400,Dijon,Montpellier,3.85,3.6,1.85,1.75,1.72,1.67,1.8,1.85,None,1.22,2020-09-23,1725
Bundesliga,2020-09-27,1430,Hoffenheim,Bayern Munique,10.0,6.65,1.21,1.19,3.45,1.47,2.2,4.00,None,1.03,2020-09-23,1722
RFPL,2020-09-27,1500,FC Akhmat Grozny,Ural Sverdlovskaya Oblast,1.87,3.4,3.95,1.91,1.57,1.78,1.67,1.21,None,1.83,2020-09-23,1730
Premiership,2020-09-27,1500,Celtic,Hibernian FC,1.31,5.4,7.65,1.47,2.14,1.78,1.7,1.05,None,3.15,2020-09-23,1730
RFPL,2020-09-27,1500,Arsenal Tula,Rostov,3.1,2.84,2.45,2.10,1.47,1.78,1.67,1.47,None,1.32,2020-09-23,1730
RFPL,2020-09-27,1500,CSKA Moscovo,Lokomotiv Moscovo,2.14,3.3,3.25,1.91,1.57,1.72,1.72,1.30,None,1.63,2020-09-23,1730
La_Liga,2020-09-27,1500,Atletico de Madrid,Granada CF,1.5,3.95,6.2,2.15,1.5,2.25,1.45,1.08,None,2.4,2020-09-23,1733
RFPL,2020-09-27,1500,Tambov,Spartak Moscovo,5.6,3.4,1.65,1.91,1.57,1.85,1.61,2.10,None,1.1,2020-09-23,1730
Premiership,2020-09-27,1500,Ross County,Aberdeen FC,4.3,3.4,1.8,1.90,1.6,1.78,1.7,1.88,None,1.18,2020-09-23,1730
