League,Date,Time,HT,AT,ODDH,ODDD,ODDA,ODD_25+,ODD_25-,ODD_BthScore_Yes,ODD_BthScore_No,ODD_1X,ODD_12,ODD_X2,Scrape_Date,Scrape_Time
Premier_League,2020-09-21,2015,Wolverhampton,Manchester City,5.8,4.35,1.47,1.55,2.05,1.65,1.9,2.45,None,1.10,2020-09-09,37
Bundesliga,2020-09-25,1430,Hertha Berlin,Eintracht Frankfurt,2.18,3.4,3.05,1.6,2.0,1.47,2.2,1.33,None,1.61,2020-09-09,20
Bundesliga,2020-09-26,1430,Borussia Monchengladbach,1. FC Union Berlin,1.5,4.1,5.7,1.63,1.95,1.7,1.85,1.10,None,2.37,2020-09-09,20
Bundesliga,2020-09-26,1430,Arminia Bielefeld,Colonia,2.7,3.4,2.4,1.53,2.12,1.42,2.35,1.50,None,1.40,2020-09-09,20
Bundesliga,2020-09-26,1430,Augsburgo,Borussia Dortmund,5.35,4.4,1.5,1.4,2.4,1.47,2.2,2.40,None,1.12,2020-09-09,20
Bundesliga,2020-09-26,1430,Bayer Leverkusen,RB Leipzig,2.68,3.45,2.4,1.5,2.15,1.42,2.37,1.50,None,1.42,2020-09-09,20
Bundesliga,2020-09-26,1430,Mainz 05,Estugarda,2.25,3.45,2.9,1.53,2.1,1.45,2.25,1.36,None,1.57,2020-09-09,20
Bundesliga,2020-09-26,1730,FC Schalke 04,Werder Bremen,2.25,3.45,2.9,1.63,1.95,1.5,2.16,1.36,None,1.57,2020-09-09,20
Bundesliga,2020-09-27,1430,Hoffenheim,Bayern Munique,6.75,5.2,1.35,1.24,3.1,1.4,2.4,2.94,None,1.07,2020-09-09,20
Bundesliga,2020-09-27,1700,Friburgo,Wolfsburgo,2.86,3.25,2.37,1.75,1.8,1.57,2.02,1.50,None,1.36,2020-09-09,20
Serie_A,2020-09-30,1400,Udinese,Spezia,1.72,3.6,4.5,1.78,1.75,1.72,1.83,1.17,None,2.00,2020-09-09,35
Serie_A,2020-09-30,1400,Lazio,Atalanta,2.3,3.4,2.84,1.5,2.19,1.4,2.4,1.36,None,1.55,2020-09-09,35
Serie_A,2020-09-30,1400,Benevento Calcio,Inter de Milao,7.9,5.05,1.32,1.45,2.25,1.7,1.85,3.10,None,1.04,2020-09-09,35
