web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,Teams,Warning,Country
1601846777-41,https://www.oddsportal.com/soccer/usa/mls/,Seattle Sounders - Real Salt Lake,https://www.oddsportal.com/soccer/usa/mls/seattle-sounders-real-salt-lake-MVp8dBbb/,MLS,"Thursday, 08 Oct  2020, 02:00",Seattle Sounders - Real Salt Lake,,USA
1601846596-15,https://www.oddsportal.com/soccer/spain/laliga/,Alaves - Ath Bilbao,https://www.oddsportal.com/soccer/spain/laliga/alaves-ath-bilbao-KbfLnP92/,LaLiga,"Today, 04 Oct  2020, 12:00",Alaves - Ath Bilbao,Final result,Spain
1601847378-132,https://www.oddsportal.com/soccer/france/ligue-1/,Lyon - Marseille,https://www.oddsportal.com/soccer/france/ligue-1/lyon-marseille-IXOo1OBK/,Ligue 1,"Today, 04 Oct  2020, 19:00",Lyon - Marseille,Final result,France
1601847191-103,https://www.oddsportal.com/soccer/italy/serie-a/,Sampdoria - Lazio,https://www.oddsportal.com/soccer/italy/serie-a/sampdoria-lazio-2y3jhj11/,Serie A,"Saturday, 17 Oct  2020, 16:00",Sampdoria - Lazio,,Italy
1601847435-140,https://www.oddsportal.com/soccer/england/championship/,Watford - Blackburn,https://www.oddsportal.com/soccer/england/championship/watford-blackburn-QeLsUoQm/,Championship,"Wednesday, 21 Oct  2020, 18:45",Watford - Blackburn,,England
1601846833-50,https://www.oddsportal.com/soccer/usa/mls/,Atlanta Utd - Orlando City,https://www.oddsportal.com/soccer/usa/mls/atlanta-united-orlando-city-nueHMrQ6/,MLS,"Wednesday, 07 Oct  2020, 23:00",Atlanta Utd - Orlando City,,USA
1601846534-5,https://www.oddsportal.com/soccer/spain/laliga/,Granada CF - Sevilla,https://www.oddsportal.com/soccer/spain/laliga/granada-cf-sevilla-69yONxxQ/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Granada CF - Sevilla,,Spain
1601847416-138,https://www.oddsportal.com/soccer/france/ligue-1/,Montpellier - Nimes,https://www.oddsportal.com/soccer/france/ligue-1/montpellier-nimes-250Ie2Zs/,Ligue 1,"Today, 04 Oct  2020, 11:00",Montpellier - Nimes,Final result,France
1601847128-94,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Famalicao - Rio Ave,https://www.oddsportal.com/soccer/portugal/primeira-liga/famalicao-rio-ave-nZDN9WMj/,Primeira Liga,"Today, 04 Oct  2020, 17:30",Famalicao - Rio Ave,Final result,Portugal
1601846559-9,https://www.oddsportal.com/soccer/spain/laliga/,Betis - Real Sociedad,https://www.oddsportal.com/soccer/spain/laliga/betis-real-sociedad-ld9FDhEI/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Betis - Real Sociedad,,Spain
1601846790-43,https://www.oddsportal.com/soccer/usa/mls/,Sporting Kansas City - Chicago Fire,https://www.oddsportal.com/soccer/usa/mls/sporting-kansas-city-chicago-fire-2HjkHXGL/,MLS,"Thursday, 08 Oct  2020, 00:30",Sporting Kansas City - Chicago Fire,,USA
1601847134-95,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Benfica - SC Farense,https://www.oddsportal.com/soccer/portugal/primeira-liga/benfica-sc-farense-2sdAXZEc/,Primeira Liga,"Today, 04 Oct  2020, 17:30",Benfica - SC Farense,Final result,Portugal
1601846908-61,https://www.oddsportal.com/soccer/netherlands/eredivisie/,FC Emmen - Sittard,https://www.oddsportal.com/soccer/netherlands/eredivisie/fc-emmen-sittard-KdNpp6nk/,Eredivisie,"Sunday, 18 Oct  2020, 12:30",FC Emmen - Sittard,,Netherlands
1601847045-82,https://www.oddsportal.com/soccer/germany/bundesliga/,FC Koln - Eintracht Frankfurt,https://www.oddsportal.com/soccer/germany/bundesliga/1-fc-koln-eintracht-frankfurt-tUQ7nAsB/,Bundesliga,"Sunday, 18 Oct  2020, 13:30",FC Koln - Eintracht Frankfurt,,Germany
1601847704-182,https://www.oddsportal.com/soccer/england/premier-league/,Leicester - Aston Villa,https://www.oddsportal.com/soccer/england/premier-league/leicester-aston-villa-lGyFCLT6/,Premier League,"Saturday, 17 Oct  2020, 14:00",Leicester - Aston Villa,,England
1601847021-78,https://www.oddsportal.com/soccer/germany/bundesliga/,Mainz - B. Monchengladbach,https://www.oddsportal.com/soccer/germany/bundesliga/mainz-b-monchengladbach-xdtn0TBA/,Bundesliga,"Saturday, 24 Oct  2020, 13:30",Mainz - B. Monchengladbach,,Germany
1601846802-45,https://www.oddsportal.com/soccer/usa/mls/,Houston Dynamo - FC Dallas,https://www.oddsportal.com/soccer/usa/mls/houston-dynamo-fc-dallas-Mc9aZL9C/,MLS,"Thursday, 08 Oct  2020, 00:00",Houston Dynamo - FC Dallas,,USA
1601846602-16,https://www.oddsportal.com/soccer/spain/laliga/,Osasuna - Celta Vigo,https://www.oddsportal.com/soccer/spain/laliga/osasuna-celta-vigo-hh2ZOLHe/,LaLiga,"Today, 04 Oct  2020, 10:00",Osasuna - Celta Vigo,Final result,Spain
1601846627-19,https://www.oddsportal.com/soccer/russia/premier-league/,Lokomotiv Moscow - R. Volgograd,https://www.oddsportal.com/soccer/russia/premier-league/lokomotiv-moscow-r-volgograd-6ezMfpuk/,Premier League,"Saturday, 24 Oct  2020, 13:00",Lokomotiv Moscow - R. Volgograd,,Russia
1601847610-167,https://www.oddsportal.com/soccer/england/premier-league/,Southampton - Everton,https://www.oddsportal.com/soccer/england/premier-league/southampton-everton-8vF2Fr1o/,Premier League,"Sunday, 25 Oct  2020, 13:00",Southampton - Everton,,England
1601846671-26,https://www.oddsportal.com/soccer/russia/premier-league/,R. Volgograd - Tambov,https://www.oddsportal.com/soccer/russia/premier-league/r-volgograd-fc-tambov-hYBhgX3p/,Premier League,"Saturday, 17 Oct  2020, 13:00",R. Volgograd - Tambov,,Russia
1601846659-24,https://www.oddsportal.com/soccer/russia/premier-league/,Akhmat Grozny - Ufa,https://www.oddsportal.com/soccer/russia/premier-league/akhmat-grozny-ufa-IXIqEYuA/,Premier League,"Saturday, 24 Oct  2020, 13:00",Akhmat Grozny - Ufa,,Russia
1601846546-7,https://www.oddsportal.com/soccer/spain/laliga/,Eibar - Osasuna,https://www.oddsportal.com/soccer/spain/laliga/eibar-osasuna-jaOUJTzh/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Eibar - Osasuna,,Spain
1601846621-18,https://www.oddsportal.com/soccer/russia/premier-league/,Ural - Tambov,https://www.oddsportal.com/soccer/russia/premier-league/ural-fc-tambov-pnZPg4fe/,Premier League,"Saturday, 24 Oct  2020, 13:00",Ural - Tambov,,Russia
1601847717-184,https://www.oddsportal.com/soccer/england/premier-league/,Everton - Liverpool,https://www.oddsportal.com/soccer/england/premier-league/everton-liverpool-hlr6Esaf/,Premier League,"Saturday, 17 Oct  2020, 11:30",Everton - Liverpool,,England
1601847165-99,https://www.oddsportal.com/soccer/italy/serie-a/,Torino - Cagliari,https://www.oddsportal.com/soccer/italy/serie-a/torino-cagliari-IqowGgg8/,Serie A,"Sunday, 18 Oct  2020, 13:00",Torino - Cagliari,,Italy
1601847723-185,https://www.oddsportal.com/soccer/england/premier-league/,Aston Villa - Liverpool,https://www.oddsportal.com/soccer/england/premier-league/aston-villa-liverpool-6J0L2p0r/,Premier League,"Today, 04 Oct  2020, 18:15",Aston Villa - Liverpool,Final result,England
1601847623-169,https://www.oddsportal.com/soccer/england/premier-league/,Liverpool - Sheffield Utd,https://www.oddsportal.com/soccer/england/premier-league/liverpool-sheffield-utd-pSbi8RgI/,Premier League,"Saturday, 24 Oct  2020, 14:00",Liverpool - Sheffield Utd,,England
1601846615-17,https://www.oddsportal.com/soccer/russia/premier-league/,Zenit - Rubin Kazan,https://www.oddsportal.com/soccer/russia/premier-league/zenit-st-petersburg-rubin-kazan-Kv4vHzdi/,Premier League,"Saturday, 24 Oct  2020, 13:00",Zenit - Rubin Kazan,,Russia
1601847635-171,https://www.oddsportal.com/soccer/england/premier-league/,Brighton - West Brom,https://www.oddsportal.com/soccer/england/premier-league/brighton-west-brom-fw6vBT9a/,Premier League,"Saturday, 24 Oct  2020, 14:00",Brighton - West Brom,,England
1601847598-165,https://www.oddsportal.com/soccer/england/premier-league/,Burnley - Tottenham,https://www.oddsportal.com/soccer/england/premier-league/burnley-tottenham-OCArAmP5/,Premier League,"Monday, 26 Oct  2020, 19:00",Burnley - Tottenham,,England
1601847096-90,https://www.oddsportal.com/soccer/germany/bundesliga/,Bayern Munich - Hertha Berlin,https://www.oddsportal.com/soccer/germany/bundesliga/bayern-munich-hertha-berlin-4A6lesUD/,Bundesliga,"Today, 04 Oct  2020, 16:00",Bayern Munich - Hertha Berlin,Final result,Germany
1601846508-1,https://www.oddsportal.com/soccer/spain/laliga/,Barcelona - Real Madrid,https://www.oddsportal.com/soccer/spain/laliga/barcelona-real-madrid-nkdM9qDp/,LaLiga,"Sunday, 25 Oct  2020, 15:00",Barcelona - Real Madrid,,Spain
1601846721-34,https://www.oddsportal.com/soccer/russia/premier-league/,Rubin Kazan - Akhmat Grozny,https://www.oddsportal.com/soccer/russia/premier-league/rubin-kazan-akhmat-grozny-d6dEuEZp/,Premier League,"Today, 04 Oct  2020, 13:30",Rubin Kazan - Akhmat Grozny,Final result,Russia
1601846952-68,https://www.oddsportal.com/soccer/netherlands/eredivisie/,PSV - Sittard,https://www.oddsportal.com/soccer/netherlands/eredivisie/psv-sittard-8dS4gAP2/,Eredivisie,"Today, 04 Oct  2020, 14:45",PSV - Sittard,Final result,Netherlands
1601847115-92,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Portimonense - Sporting,https://www.oddsportal.com/soccer/portugal/primeira-liga/portimonense-sporting-lK9NSBTS/,Primeira Liga,"Today, 04 Oct  2020, 20:00",Portimonense - Sporting,The match has already started.,Portugal
1601846565-10,https://www.oddsportal.com/soccer/spain/laliga/,Ath Bilbao - Levante,https://www.oddsportal.com/soccer/spain/laliga/ath-bilbao-levante-b7G2GfUa/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Ath Bilbao - Levante,,Spain
1601847002-75,https://www.oddsportal.com/soccer/germany/bundesliga/,Dortmund - Schalke,https://www.oddsportal.com/soccer/germany/bundesliga/dortmund-schalke-YR5nuSZp/,Bundesliga,"Saturday, 24 Oct  2020, 16:30",Dortmund - Schalke,,Germany
1601847083-88,https://www.oddsportal.com/soccer/germany/bundesliga/,Freiburg - Werder Bremen,https://www.oddsportal.com/soccer/germany/bundesliga/freiburg-werder-bremen-Sjhajhrn/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Freiburg - Werder Bremen,,Germany
1601847291-118,https://www.oddsportal.com/soccer/france/ligue-1/,Lorient - Marseille,https://www.oddsportal.com/soccer/france/ligue-1/lorient-marseille-tWFVLbmm/,Ligue 1,"Saturday, 24 Oct  2020, 18:00",Lorient - Marseille,,France
1601847729-186,https://www.oddsportal.com/soccer/england/premier-league/,Manchester Utd - Tottenham,https://www.oddsportal.com/soccer/england/premier-league/manchester-united-tottenham-l2dtbMED/,Premier League,"Today, 04 Oct  2020, 15:30",Manchester Utd - Tottenham,Final result,England
1601846946-67,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Ajax - Heerenveen,https://www.oddsportal.com/soccer/netherlands/eredivisie/ajax-heerenveen-nmR8hUv9/,Eredivisie,"Saturday, 17 Oct  2020, 16:45",Ajax - Heerenveen,,Netherlands
1601846702-31,https://www.oddsportal.com/soccer/russia/premier-league/,CSKA Moscow - Dynamo Moscow,https://www.oddsportal.com/soccer/russia/premier-league/cska-moscow-dynamo-moscow-vRVHaZQG/,Premier League,"Saturday, 17 Oct  2020, 13:00",CSKA Moscow - Dynamo Moscow,,Russia
1601847679-178,https://www.oddsportal.com/soccer/england/premier-league/,Manchester City - Arsenal,https://www.oddsportal.com/soccer/england/premier-league/manchester-city-arsenal-rwyJBuqD/,Premier League,"Saturday, 17 Oct  2020, 16:30",Manchester City - Arsenal,,England
1601846858-54,https://www.oddsportal.com/soccer/usa/mls/,Seattle Sounders - Vancouver Whitecaps,https://www.oddsportal.com/soccer/usa/mls/seattle-sounders-vancouver-whitecaps-nyJ9NaKB/,MLS,"Today, 04 Oct  2020, 02:00",Seattle Sounders - Vancouver Whitecaps,Final result,USA
1601846515-2,https://www.oddsportal.com/soccer/spain/laliga/,Villarreal - Valencia,https://www.oddsportal.com/soccer/spain/laliga/villarreal-valencia-6XJAEYbC/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Villarreal - Valencia,,Spain
1601846939-66,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Heracles - Waalwijk,https://www.oddsportal.com/soccer/netherlands/eredivisie/heracles-waalwijk-Sbr6ilfF/,Eredivisie,"Saturday, 17 Oct  2020, 18:00",Heracles - Waalwijk,,Netherlands
1601846839-51,https://www.oddsportal.com/soccer/usa/mls/,Nashville SC - Minnesota United,https://www.oddsportal.com/soccer/usa/mls/nashville-sc-minnesota-united-xxSioIU8/,MLS,"Wednesday, 07 Oct  2020, 00:30",Nashville SC - Minnesota United,,USA
1601847554-159,https://www.oddsportal.com/soccer/england/championship/,Blackburn - Nottingham,https://www.oddsportal.com/soccer/england/championship/blackburn-nottingham-4QQ6BtEi/,Championship,"Saturday, 17 Oct  2020, 14:00",Blackburn - Nottingham,,England
1601846927-64,https://www.oddsportal.com/soccer/netherlands/eredivisie/,AZ Alkmaar - Venlo,https://www.oddsportal.com/soccer/netherlands/eredivisie/az-alkmaar-venlo-0CtEkSOR/,Eredivisie,"Saturday, 17 Oct  2020, 19:00",AZ Alkmaar - Venlo,,Netherlands
1601847491-149,https://www.oddsportal.com/soccer/england/championship/,Coventry - Swansea,https://www.oddsportal.com/soccer/england/championship/coventry-swansea-pn5L82nB/,Championship,"Tuesday, 20 Oct  2020, 18:45",Coventry - Swansea,,England
1601847033-80,https://www.oddsportal.com/soccer/germany/bundesliga/,Stuttgart - FC Koln,https://www.oddsportal.com/soccer/germany/bundesliga/vfb-stuttgart-1-fc-koln-A9vfb7tN/,Bundesliga,"Friday, 23 Oct  2020, 18:30",Stuttgart - FC Koln,,Germany
1601846633-20,https://www.oddsportal.com/soccer/russia/premier-league/,Krasnodar - Spartak Moscow,https://www.oddsportal.com/soccer/russia/premier-league/krasnodar-spartak-moscow-vsKuFEQ3/,Premier League,"Saturday, 24 Oct  2020, 13:00",Krasnodar - Spartak Moscow,,Russia
1601846521-3,https://www.oddsportal.com/soccer/spain/laliga/,Real Madrid - Cadiz CF,https://www.oddsportal.com/soccer/spain/laliga/real-madrid-cadiz-KGHbHzFg/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Real Madrid - Cadiz CF,,Spain
1601847285-117,https://www.oddsportal.com/soccer/france/ligue-1/,Lyon - Monaco,https://www.oddsportal.com/soccer/france/ligue-1/lyon-monaco-Of5zLI2g/,Ligue 1,"Saturday, 24 Oct  2020, 18:00",Lyon - Monaco,,France
1601846646-22,https://www.oddsportal.com/soccer/russia/premier-league/,Dynamo Moscow - Sochi,https://www.oddsportal.com/soccer/russia/premier-league/dynamo-moscow-pfc-sochi-OWpHeQPr/,Premier League,"Saturday, 24 Oct  2020, 13:00",Dynamo Moscow - Sochi,,Russia
1601847341-126,https://www.oddsportal.com/soccer/france/ligue-1/,Nantes - Brest,https://www.oddsportal.com/soccer/france/ligue-1/nantes-brest-ARmPEstK/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Nantes - Brest,,France
1601846877-57,https://www.oddsportal.com/soccer/usa/mls/,Inter Miami - New York City,https://www.oddsportal.com/soccer/usa/mls/inter-miami-new-york-city-0GpE40WM/,MLS,"Today, 04 Oct  2020, 00:00",Inter Miami - New York City,Final result,USA
1601846746-37,https://www.oddsportal.com/soccer/scotland/premiership/,Rangers - Ross County,https://www.oddsportal.com/soccer/scotland/premiership/rangers-ross-county-Y3H22ZEC/,Premiership,"Today, 04 Oct  2020, 14:00",Rangers - Ross County,Final result,Scotland
1601847629-170,https://www.oddsportal.com/soccer/england/premier-league/,Fulham - Crystal Palace,https://www.oddsportal.com/soccer/england/premier-league/fulham-crystal-palace-239n97vC/,Premier League,"Saturday, 24 Oct  2020, 14:00",Fulham - Crystal Palace,,England
1601847403-136,https://www.oddsportal.com/soccer/france/ligue-1/,Brest - Monaco,https://www.oddsportal.com/soccer/france/ligue-1/brest-monaco-OdAr24dE/,Ligue 1,"Today, 04 Oct  2020, 13:00",Brest - Monaco,Final result,France
1601847460-144,https://www.oddsportal.com/soccer/england/championship/,Reading - Wycombe,https://www.oddsportal.com/soccer/england/championship/reading-wycombe-n508FnBf/,Championship,"Tuesday, 20 Oct  2020, 19:00",Reading - Wycombe,,England
1601847541-157,https://www.oddsportal.com/soccer/england/championship/,Brentford - Coventry,https://www.oddsportal.com/soccer/england/championship/brentford-coventry-n9IN7bDG/,Championship,"Saturday, 17 Oct  2020, 14:00",Brentford - Coventry,,England
1601847077-87,https://www.oddsportal.com/soccer/germany/bundesliga/,Hertha Berlin - Stuttgart,https://www.oddsportal.com/soccer/germany/bundesliga/hertha-berlin-vfb-stuttgart-fDOekCch/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Hertha Berlin - Stuttgart,,Germany
1601847742-188,https://www.oddsportal.com/soccer/england/premier-league/,Arsenal - Sheffield Utd,https://www.oddsportal.com/soccer/england/premier-league/arsenal-sheffield-utd-0xOh7QiR/,Premier League,"Today, 04 Oct  2020, 13:00",Arsenal - Sheffield Utd,Final result,England
1601847359-129,https://www.oddsportal.com/soccer/france/ligue-1/,Lille - Lens,https://www.oddsportal.com/soccer/france/ligue-1/lille-lens-6ccZiKY6/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Lille - Lens,,France
1601847504-151,https://www.oddsportal.com/soccer/england/championship/,Preston - Cardiff,https://www.oddsportal.com/soccer/england/championship/preston-cardiff-CY6DAOHb/,Championship,"Sunday, 18 Oct  2020, 11:00",Preston - Cardiff,,England
1601846590-14,https://www.oddsportal.com/soccer/spain/laliga/,Levante - Real Madrid,https://www.oddsportal.com/soccer/spain/laliga/levante-real-madrid-ATCUP12k/,LaLiga,"Today, 04 Oct  2020, 14:00",Levante - Real Madrid,Final result,Spain
1601847384-133,https://www.oddsportal.com/soccer/france/ligue-1/,Rennes - Reims,https://www.oddsportal.com/soccer/france/ligue-1/rennes-reims-AV3Qgt4f/,Ligue 1,"Today, 04 Oct  2020, 15:00",Rennes - Reims,Final result,France
1601847560-160,https://www.oddsportal.com/soccer/england/championship/,Birmingham - Sheffield Wed,https://www.oddsportal.com/soccer/england/championship/birmingham-sheffield-wed-M11M3Ufo/,Championship,"Saturday, 17 Oct  2020, 14:00",Birmingham - Sheffield Wed,,England
1601847535-156,https://www.oddsportal.com/soccer/england/championship/,Luton - Stoke,https://www.oddsportal.com/soccer/england/championship/luton-stoke-city-SQMoCD42/,Championship,"Saturday, 17 Oct  2020, 14:00",Luton - Stoke,,England
1601847153-97,https://www.oddsportal.com/soccer/italy/serie-a/,AS Roma - Benevento,https://www.oddsportal.com/soccer/italy/serie-a/as-roma-benevento-8E3ngWoe/,Serie A,"Sunday, 18 Oct  2020, 18:45",AS Roma - Benevento,,Italy
1601847297-119,https://www.oddsportal.com/soccer/france/ligue-1/,Lens - Nantes,https://www.oddsportal.com/soccer/france/ligue-1/lens-nantes-SSBRMvYt/,Ligue 1,"Saturday, 24 Oct  2020, 18:00",Lens - Nantes,,France
1601847711-183,https://www.oddsportal.com/soccer/england/premier-league/,Chelsea - Southampton,https://www.oddsportal.com/soccer/england/premier-league/chelsea-southampton-pOvbG3Us/,Premier League,"Saturday, 17 Oct  2020, 14:00",Chelsea - Southampton,,England
1601847259-113,https://www.oddsportal.com/soccer/france/ligue-1/,Paris SG - Dijon,https://www.oddsportal.com/soccer/france/ligue-1/paris-sg-dijon-hELG4cIC/,Ligue 1,"Saturday, 24 Oct  2020, 18:00",Paris SG - Dijon,,France
1601847617-168,https://www.oddsportal.com/soccer/england/premier-league/,Manchester Utd - Chelsea,https://www.oddsportal.com/soccer/england/premier-league/manchester-united-chelsea-fyRKjaOp/,Premier League,"Saturday, 24 Oct  2020, 16:30",Manchester Utd - Chelsea,,England
1601846690-29,https://www.oddsportal.com/soccer/russia/premier-league/,Khimki - Spartak Moscow,https://www.oddsportal.com/soccer/russia/premier-league/khimki-spartak-moscow-6yGdhiJj/,Premier League,"Saturday, 17 Oct  2020, 13:00",Khimki - Spartak Moscow,,Russia
1601846652-23,https://www.oddsportal.com/soccer/russia/premier-league/,CSKA Moscow - Arsenal Tula,https://www.oddsportal.com/soccer/russia/premier-league/cska-moscow-arsenal-tula-CfImDheG/,Premier League,"Saturday, 24 Oct  2020, 13:00",CSKA Moscow - Arsenal Tula,,Russia
1601846983-72,https://www.oddsportal.com/soccer/germany/bundesliga/,Bayer Leverkusen - Augsburg,https://www.oddsportal.com/soccer/germany/bundesliga/bayer-leverkusen-augsburg-n7mZ2VRi/,Bundesliga,"Monday, 26 Oct  2020, 18:30",Bayer Leverkusen - Augsburg,,Germany
1601847604-166,https://www.oddsportal.com/soccer/england/premier-league/,Wolves - Newcastle,https://www.oddsportal.com/soccer/england/premier-league/wolves-newcastle-utd-468BDMVc/,Premier League,"Sunday, 25 Oct  2020, 15:30",Wolves - Newcastle,,England
1601847334-125,https://www.oddsportal.com/soccer/france/ligue-1/,Nimes - Paris SG,https://www.oddsportal.com/soccer/france/ligue-1/nimes-paris-sg-OYTa8uJm/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Nimes - Paris SG,,France
1601847058-84,https://www.oddsportal.com/soccer/germany/bundesliga/,Arminia Bielefeld - Bayern Munich,https://www.oddsportal.com/soccer/germany/bundesliga/arminia-bielefeld-bayern-munich-2qFGplCN/,Bundesliga,"Saturday, 17 Oct  2020, 16:30",Arminia Bielefeld - Bayern Munich,,Germany
1601847479-147,https://www.oddsportal.com/soccer/england/championship/,Millwall - Luton,https://www.oddsportal.com/soccer/england/championship/millwall-luton-QXGPNA3E/,Championship,"Tuesday, 20 Oct  2020, 18:45",Millwall - Luton,,England
1601847428-139,https://www.oddsportal.com/soccer/england/championship/,Stoke - Barnsley,https://www.oddsportal.com/soccer/england/championship/stoke-city-barnsley-MNEjSPf0/,Championship,"Wednesday, 21 Oct  2020, 19:00",Stoke - Barnsley,,England
1601847529-155,https://www.oddsportal.com/soccer/england/championship/,Middlesbrough - Reading,https://www.oddsportal.com/soccer/england/championship/middlesbrough-reading-MPFfAiZE/,Championship,"Saturday, 17 Oct  2020, 14:00",Middlesbrough - Reading,,England
1601846796-44,https://www.oddsportal.com/soccer/usa/mls/,New York City - DC United,https://www.oddsportal.com/soccer/usa/mls/new-york-city-dc-united-jyIwudQP/,MLS,"Thursday, 08 Oct  2020, 00:00",New York City - DC United,,USA
1601847102-91,https://www.oddsportal.com/soccer/germany/bundesliga/,Wolfsburg - Augsburg,https://www.oddsportal.com/soccer/germany/bundesliga/wolfsburg-augsburg-nXWPygTh/,Bundesliga,"Today, 04 Oct  2020, 13:30",Wolfsburg - Augsburg,Final result,Germany
1601847303-120,https://www.oddsportal.com/soccer/france/ligue-1/,Brest - Strasbourg,https://www.oddsportal.com/soccer/france/ligue-1/brest-strasbourg-AmPaRKPP/,Ligue 1,"Saturday, 24 Oct  2020, 18:00",Brest - Strasbourg,,France
1601846577-12,https://www.oddsportal.com/soccer/spain/laliga/,Barcelona - Sevilla,https://www.oddsportal.com/soccer/spain/laliga/barcelona-sevilla-zVn3v1Hr/,LaLiga,"Today, 04 Oct  2020, 19:00",Barcelona - Sevilla,Final result,Spain
1601846677-27,https://www.oddsportal.com/soccer/russia/premier-league/,Lokomotiv Moscow - Ufa,https://www.oddsportal.com/soccer/russia/premier-league/lokomotiv-moscow-ufa-80zMbgtN/,Premier League,"Saturday, 17 Oct  2020, 13:00",Lokomotiv Moscow - Ufa,,Russia
1601847498-150,https://www.oddsportal.com/soccer/england/championship/,Bristol City - Middlesbrough,https://www.oddsportal.com/soccer/england/championship/bristol-city-middlesbrough-Mmbs1md1/,Championship,"Tuesday, 20 Oct  2020, 18:00",Bristol City - Middlesbrough,,England
1601847372-131,https://www.oddsportal.com/soccer/france/ligue-1/,Angers - Metz,https://www.oddsportal.com/soccer/france/ligue-1/angers-metz-plI86Jm0/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Angers - Metz,,France
1601847122-93,https://www.oddsportal.com/soccer/portugal/primeira-liga/,,https://www.oddsportal.com/soccer/portugal/primeira-liga/portimonense-sporting-lK9NSBTS/inplay-odds/,Portugal,"Today, 04 Oct  2020, 20:00",Portimonense - Sporting,The match has already started.,Soccer
1601847316-122,https://www.oddsportal.com/soccer/france/ligue-1/,Strasbourg - Lyon,https://www.oddsportal.com/soccer/france/ligue-1/strasbourg-lyon-faPe9L3s/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Strasbourg - Lyon,,France
