web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,Teams,Warning,Country
1601206967-70,https://www.oddsportal.com/soccer/germany/bundesliga/,Eintracht Frankfurt - Hoffenheim,https://www.oddsportal.com/soccer/germany/bundesliga/eintracht-frankfurt-hoffenheim-UeMUzDra/,Bundesliga,"Saturday, 03 Oct  2020, 13:30",Eintracht Frankfurt - Hoffenheim,,Germany
1601207037-80,https://www.oddsportal.com/soccer/italy/serie-a/,Benevento - Bologna,https://www.oddsportal.com/soccer/italy/serie-a/benevento-bologna-QZXymePL/,Serie A,"Sunday, 04 Oct  2020, 13:00",Benevento - Bologna,,Italy
1601206631-22,https://www.oddsportal.com/soccer/russia/premier-league/,Spartak Moscow - Zenit,https://www.oddsportal.com/soccer/russia/premier-league/spartak-moscow-zenit-st-petersburg-QHIVmxS4/,Premier League,"Saturday, 03 Oct  2020, 16:00",Spartak Moscow - Zenit,,Russia
1601207430-139,https://www.oddsportal.com/soccer/england/championship/,Bristol City - Sheffield Wed,https://www.oddsportal.com/soccer/england/championship/bristol-city-sheffield-wed-80xiXdK6/,Championship,"Today, 27 Sep  2020, 12:00",Bristol City - Sheffield Wed,,England
1601207516-151,https://www.oddsportal.com/soccer/england/premier-league/,Wolves - Fulham,https://www.oddsportal.com/soccer/england/premier-league/wolves-fulham-rFhWKqMQ/,Premier League,"Sunday, 04 Oct  2020, 13:00",Wolves - Fulham,,England
1601207062-84,https://www.oddsportal.com/soccer/italy/serie-a/,Sassuolo - Crotone,https://www.oddsportal.com/soccer/italy/serie-a/sassuolo-crotone-MHVb2zP8/,Serie A,"Saturday, 03 Oct  2020, 13:00",Sassuolo - Crotone,,Italy
1601206574-14,https://www.oddsportal.com/soccer/spain/laliga/,Atl. Madrid - Granada CF,https://www.oddsportal.com/soccer/spain/laliga/atl-madrid-granada-cf-bB6EXh4b/,LaLiga,"Today, 27 Sep  2020, 14:00",Atl. Madrid - Granada CF,,Spain
1601207056-83,https://www.oddsportal.com/soccer/italy/serie-a/,Genoa - Torino,https://www.oddsportal.com/soccer/italy/serie-a/genoa-torino-dIO7sZnq/,Serie A,"Saturday, 03 Oct  2020, 16:00",Genoa - Torino,,Italy
1601207081-87,https://www.oddsportal.com/soccer/italy/serie-a/,Udinese - Spezia,https://www.oddsportal.com/soccer/italy/serie-a/udinese-spezia-EkNyL2UD/,Serie A,"Wednesday, 30 Sep  2020, 16:00",Udinese - Spezia,,Italy
1601207212-106,https://www.oddsportal.com/soccer/france/ligue-1/,Reims - Paris SG,https://www.oddsportal.com/soccer/france/ligue-1/reims-paris-sg-6csBesIp/,Ligue 1,"Today, 27 Sep  2020, 19:00",Reims - Paris SG,,France
1601207355-127,https://www.oddsportal.com/soccer/england/championship/,Swansea - Millwall,https://www.oddsportal.com/soccer/england/championship/swansea-millwall-0b39B42h/,Championship,"Saturday, 03 Oct  2020, 14:00",Swansea - Millwall,,England
1601206915-62,https://www.oddsportal.com/soccer/germany/bundesliga/,Hertha Berlin - Stuttgart,https://www.oddsportal.com/soccer/germany/bundesliga/hertha-berlin-vfb-stuttgart-fDOekCch/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Hertha Berlin - Stuttgart,,Germany
1601206895-59,https://www.oddsportal.com/soccer/germany/bundesliga/,Arminia Bielefeld - Bayern Munich,https://www.oddsportal.com/soccer/germany/bundesliga/arminia-bielefeld-bayern-munich-2qFGplCN/,Bundesliga,"Saturday, 17 Oct  2020, 16:30",Arminia Bielefeld - Bayern Munich,,Germany
1601206756-40,https://www.oddsportal.com/soccer/scotland/premiership/,Motherwell - Rangers,https://www.oddsportal.com/soccer/scotland/premiership/motherwell-rangers-jHqBCJxK/,Premiership,"Today, 27 Sep  2020, 11:00",Motherwell - Rangers,The match has already started.,Scotland
1601206820-49,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Vitesse - Heracles,https://www.oddsportal.com/soccer/netherlands/eredivisie/vitesse-heracles-6T5ZwVPF/,Eredivisie,"Saturday, 03 Oct  2020, 14:30",Vitesse - Heracles,,Netherlands
1601206775-42,https://www.oddsportal.com/soccer/netherlands/eredivisie/,PSV - Sittard,https://www.oddsportal.com/soccer/netherlands/eredivisie/psv-sittard-8dS4gAP2/,Eredivisie,"Sunday, 04 Oct  2020, 14:45",PSV - Sittard,,Netherlands
1601206813-48,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Waalwijk - Zwolle,https://www.oddsportal.com/soccer/netherlands/eredivisie/waalwijk-zwolle-lhevwkuM/,Eredivisie,"Saturday, 03 Oct  2020, 16:45",Waalwijk - Zwolle,,Netherlands
1601206940-66,https://www.oddsportal.com/soccer/germany/bundesliga/,Wolfsburg - Augsburg,https://www.oddsportal.com/soccer/germany/bundesliga/wolfsburg-augsburg-nXWPygTh/,Bundesliga,"Sunday, 04 Oct  2020, 13:30",Wolfsburg - Augsburg,,Germany
1601206826-50,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Utrecht - Heerenveen,https://www.oddsportal.com/soccer/netherlands/eredivisie/utrecht-heerenveen-8rmWvBA9/,Eredivisie,"Friday, 02 Oct  2020, 18:00",Utrecht - Heerenveen,,Netherlands
1601207031-79,https://www.oddsportal.com/soccer/italy/serie-a/,Lazio - Inter,https://www.oddsportal.com/soccer/italy/serie-a/lazio-inter-GKv9uDHe/,Serie A,"Sunday, 04 Oct  2020, 13:00",Lazio - Inter,,Italy
1601207100-90,https://www.oddsportal.com/soccer/italy/serie-a/,AS Roma - Juventus,https://www.oddsportal.com/soccer/italy/serie-a/as-roma-juventus-d4qZSZXk/,Serie A,"Today, 27 Sep  2020, 18:45",AS Roma - Juventus,,Italy
1601206847-53,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Utrecht - Waalwijk,https://www.oddsportal.com/soccer/netherlands/eredivisie/utrecht-waalwijk-zVlOtXuc/,Eredivisie,"Today, 27 Sep  2020, 12:30",Utrecht - Waalwijk,,Netherlands
1601207206-105,https://www.oddsportal.com/soccer/france/ligue-1/,Paris SG - Angers,https://www.oddsportal.com/soccer/france/ligue-1/paris-sg-angers-SUtfeYN1/,Ligue 1,"Friday, 02 Oct  2020, 19:00",Paris SG - Angers,,France
1601207348-126,https://www.oddsportal.com/soccer/england/championship/,Stoke - Birmingham,https://www.oddsportal.com/soccer/england/championship/stoke-city-birmingham-fiHsBC2B/,Championship,"Sunday, 04 Oct  2020, 14:00",Stoke - Birmingham,,England
1601207329-123,https://www.oddsportal.com/soccer/england/championship/,Birmingham - Sheffield Wed,https://www.oddsportal.com/soccer/england/championship/birmingham-sheffield-wed-M11M3Ufo/,Championship,"Saturday, 17 Oct  2020, 14:00",Birmingham - Sheffield Wed,,England
1601207541-155,https://www.oddsportal.com/soccer/england/premier-league/,Newcastle - Burnley,https://www.oddsportal.com/soccer/england/premier-league/newcastle-utd-burnley-25pOM5iE/,Premier League,"Saturday, 03 Oct  2020, 19:00",Newcastle - Burnley,,England
1601207323-122,https://www.oddsportal.com/soccer/england/championship/,Blackburn - Nottingham,https://www.oddsportal.com/soccer/england/championship/blackburn-nottingham-4QQ6BtEi/,Championship,"Saturday, 17 Oct  2020, 14:00",Blackburn - Nottingham,,England
1601207125-94,https://www.oddsportal.com/soccer/italy/serie-a/,Spezia - Sassuolo,https://www.oddsportal.com/soccer/italy/serie-a/spezia-sassuolo-dftLjwQd/,Serie A,"Today, 27 Sep  2020, 10:30",Spezia - Sassuolo,The match has already started.,Italy
1601207113-92,https://www.oddsportal.com/soccer/italy/serie-a/,Crotone - AC Milan,https://www.oddsportal.com/soccer/italy/serie-a/crotone-ac-milan-8tSdnOYA/,Serie A,"Today, 27 Sep  2020, 16:00",Crotone - AC Milan,,Italy
1601206993-74,https://www.oddsportal.com/soccer/germany/bundesliga/,Freiburg - Wolfsburg,https://www.oddsportal.com/soccer/germany/bundesliga/freiburg-wolfsburg-KMWpyMxr/,Bundesliga,"Today, 27 Sep  2020, 16:00",Freiburg - Wolfsburg,,Germany
1601207193-103,https://www.oddsportal.com/soccer/france/ligue-1/,Nice - Nantes,https://www.oddsportal.com/soccer/france/ligue-1/nice-nantes-G84MfMll/,Ligue 1,"Saturday, 03 Oct  2020, 19:00",Nice - Nantes,,France
1601206801-46,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Twente - FC Emmen,https://www.oddsportal.com/soccer/netherlands/eredivisie/twente-fc-emmen-KznAXS2q/,Eredivisie,"Saturday, 03 Oct  2020, 19:00",Twente - FC Emmen,,Netherlands
1601207412-136,https://www.oddsportal.com/soccer/england/championship/,Norwich - Derby,https://www.oddsportal.com/soccer/england/championship/norwich-derby-MPw1bZI5/,Championship,"Saturday, 03 Oct  2020, 11:30",Norwich - Derby,,England
1601206922-63,https://www.oddsportal.com/soccer/germany/bundesliga/,Freiburg - Werder Bremen,https://www.oddsportal.com/soccer/germany/bundesliga/freiburg-werder-bremen-Sjhajhrn/,Bundesliga,"Saturday, 17 Oct  2020, 13:30",Freiburg - Werder Bremen,,Germany
1601207043-81,https://www.oddsportal.com/soccer/italy/serie-a/,Atalanta - Cagliari,https://www.oddsportal.com/soccer/italy/serie-a/atalanta-cagliari-rBrXmyAF/,Serie A,"Sunday, 04 Oct  2020, 10:30",Atalanta - Cagliari,,Italy
1601207455-142,https://www.oddsportal.com/soccer/england/premier-league/,Newcastle - Manchester Utd,https://www.oddsportal.com/soccer/england/premier-league/newcastle-utd-manchester-united-MTZMAabJ/,Premier League,"Saturday, 17 Oct  2020, 14:00",Newcastle - Manchester Utd,,England
1601207443-140,https://www.oddsportal.com/soccer/england/premier-league/,West Brom - Burnley,https://www.oddsportal.com/soccer/england/premier-league/west-brom-burnley-KKDRDVPt/,Premier League,"Saturday, 17 Oct  2020, 14:00",West Brom - Burnley,,England
1601206638-23,https://www.oddsportal.com/soccer/russia/premier-league/,Ural - CSKA Moscow,https://www.oddsportal.com/soccer/russia/premier-league/ural-cska-moscow-CEv13HRi/,Premier League,"Saturday, 03 Oct  2020, 13:30",Ural - CSKA Moscow,,Russia
1601207144-96,https://www.oddsportal.com/soccer/france/ligue-1/,Lyon - Marseille,https://www.oddsportal.com/soccer/france/ligue-1/lyon-marseille-IXOo1OBK/,Ligue 1,"Sunday, 04 Oct  2020, 19:00",Lyon - Marseille,,France
1601207172-100,https://www.oddsportal.com/soccer/france/ligue-1/,Brest - Monaco,https://www.oddsportal.com/soccer/france/ligue-1/brest-monaco-OdAr24dE/,Ligue 1,"Sunday, 04 Oct  2020, 13:00",Brest - Monaco,,France
1601206498-2,https://www.oddsportal.com/soccer/spain/laliga/,Celta Vigo - Barcelona,https://www.oddsportal.com/soccer/spain/laliga/celta-vigo-barcelona-4UpcrAIG/,LaLiga,"Thursday, 01 Oct  2020, 19:30",Celta Vigo - Barcelona,,Spain
1601206580-15,https://www.oddsportal.com/soccer/spain/laliga/,Eibar - Ath Bilbao,https://www.oddsportal.com/soccer/spain/laliga/eibar-ath-bilbao-j5qmHXJH/,LaLiga,"Today, 27 Sep  2020, 12:00",Eibar - Ath Bilbao,,Spain
1601206594-17,https://www.oddsportal.com/soccer/spain/laliga/,,https://www.oddsportal.com/soccer/spain/laliga/osasuna-levante-nXxdFBlU/inplay-odds/,Spain,"Today, 27 Sep  2020, 10:00",Osasuna - Levante,The match has already started.,Soccer
1601207599-164,https://www.oddsportal.com/soccer/england/premier-league/,Sheffield Utd - Leeds,https://www.oddsportal.com/soccer/england/premier-league/sheffield-utd-leeds-YPnboqV7/,Premier League,"Today, 27 Sep  2020, 11:00",Sheffield Utd - Leeds,The match has already started.,England
1601207487-147,https://www.oddsportal.com/soccer/england/premier-league/,Crystal Palace - Brighton,https://www.oddsportal.com/soccer/england/premier-league/crystal-palace-brighton-Ecq2FNql/,Premier League,"Saturday, 17 Oct  2020, 14:00",Crystal Palace - Brighton,,England
1601207399-134,https://www.oddsportal.com/soccer/england/championship/,Brentford - Preston,https://www.oddsportal.com/soccer/england/championship/brentford-preston-rJjZqz4C/,Championship,"Saturday, 03 Oct  2020, 14:00",Brentford - Preston,,England
1601206718-34,https://www.oddsportal.com/soccer/scotland/premiership/,Kilmarnock - Motherwell,https://www.oddsportal.com/soccer/scotland/premiership/kilmarnock-motherwell-juSc3Fa6/,Premiership,"Friday, 02 Oct  2020, 18:45",Kilmarnock - Motherwell,,Scotland
1601207468-144,https://www.oddsportal.com/soccer/england/premier-league/,Leicester - Aston Villa,https://www.oddsportal.com/soccer/england/premier-league/leicester-aston-villa-lGyFCLT6/,Premier League,"Saturday, 17 Oct  2020, 14:00",Leicester - Aston Villa,,England
1601207087-88,https://www.oddsportal.com/soccer/italy/serie-a/,Benevento - Inter,https://www.oddsportal.com/soccer/italy/serie-a/benevento-inter-YHn363FK/,Serie A,"Wednesday, 30 Sep  2020, 16:00",Benevento - Inter,,Italy
1601206679-29,https://www.oddsportal.com/soccer/russia/premier-league/,Akhmat Grozny - Ural,https://www.oddsportal.com/soccer/russia/premier-league/akhmat-grozny-ural-tCy6XGsO/,Premier League,"Today, 27 Sep  2020, 13:30",Akhmat Grozny - Ural,,Russia
1601207474-145,https://www.oddsportal.com/soccer/england/premier-league/,Leeds - Wolves,https://www.oddsportal.com/soccer/england/premier-league/leeds-wolves-zDXAD1E0/,Premier League,"Saturday, 17 Oct  2020, 14:00",Leeds - Wolves,,England
1601207119-93,https://www.oddsportal.com/soccer/italy/serie-a/,Verona - Udinese,https://www.oddsportal.com/soccer/italy/serie-a/verona-udinese-4KqTlHf9/,Serie A,"Today, 27 Sep  2020, 13:00",Verona - Udinese,,Italy
1601207386-132,https://www.oddsportal.com/soccer/england/championship/,Middlesbrough - Barnsley,https://www.oddsportal.com/soccer/england/championship/middlesbrough-barnsley-2NNa0elg/,Championship,"Saturday, 03 Oct  2020, 14:00",Middlesbrough - Barnsley,,England
1601206656-26,https://www.oddsportal.com/soccer/russia/premier-league/,Khimki - Dynamo Moscow,https://www.oddsportal.com/soccer/russia/premier-league/khimki-dynamo-moscow-Wt4SlICb/,Premier League,"Tomorrow, 28 Sep  2020, 16:00",Khimki - Dynamo Moscow,,Russia
1601206839-52,https://www.oddsportal.com/soccer/netherlands/eredivisie/,FC Emmen - Willem II,https://www.oddsportal.com/soccer/netherlands/eredivisie/fc-emmen-willem-ii-ELmSuie3/,Eredivisie,"Today, 27 Sep  2020, 14:45",FC Emmen - Willem II,,Netherlands
