web-scraper-order,web-scraper-start-url,Games,Games-href,League,Date,Teams,Warning,Country
1601768371-123,https://www.oddsportal.com/soccer/france/ligue-1/,Rennes - Reims,https://www.oddsportal.com/soccer/france/ligue-1/rennes-reims-AV3Qgt4f/,Ligue 1,"Tomorrow, 04 Oct  2020, 15:00",Rennes - Reims,,France
1601768131-81,https://www.oddsportal.com/soccer/germany/bundesliga/,Bayern Munich - Hertha Berlin,https://www.oddsportal.com/soccer/germany/bundesliga/bayern-munich-hertha-berlin-4A6lesUD/,Bundesliga,"Tomorrow, 04 Oct  2020, 16:00",Bayern Munich - Hertha Berlin,,Germany
1601768616-167,https://www.oddsportal.com/soccer/england/premier-league/,Southampton - West Brom,https://www.oddsportal.com/soccer/england/premier-league/southampton-west-brom-0j3RLP6K/,Premier League,"Tomorrow, 04 Oct  2020, 11:00",Southampton - West Brom,,England
1601768098-75,https://www.oddsportal.com/soccer/germany/bundesliga/,Arminia Bielefeld - Bayern Munich,https://www.oddsportal.com/soccer/germany/bundesliga/arminia-bielefeld-bayern-munich-2qFGplCN/,Bundesliga,"Saturday, 17 Oct  2020, 16:30",Arminia Bielefeld - Bayern Munich,,Germany
1601768002-58,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Den Haag - Vitesse,https://www.oddsportal.com/soccer/netherlands/eredivisie/den-haag-vitesse-bmMlqQ1e/,Eredivisie,"Sunday, 18 Oct  2020, 12:30",Den Haag - Vitesse,,Netherlands
1601768226-97,https://www.oddsportal.com/soccer/italy/serie-a/,Udinese - Parma,https://www.oddsportal.com/soccer/italy/serie-a/udinese-parma-dzpsFD8E/,Serie A,"Sunday, 18 Oct  2020, 16:00",Udinese - Parma,,Italy
1601768253-102,https://www.oddsportal.com/soccer/italy/serie-a/,Inter - AC Milan,https://www.oddsportal.com/soccer/italy/serie-a/inter-ac-milan-EFAwehHr/,Serie A,"Saturday, 17 Oct  2020, 16:00",Inter - AC Milan,,Italy
1601768210-95,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Santa Clara - Gil Vicente,https://www.oddsportal.com/soccer/portugal/primeira-liga/santa-clara-gil-vicente-d4eEWgU3/,Primeira Liga,"Today, 03 Oct  2020, 15:00",Santa Clara - Gil Vicente,Final result,Portugal
1601767704-6,https://www.oddsportal.com/soccer/spain/laliga/,Eibar - Osasuna,https://www.oddsportal.com/soccer/spain/laliga/eibar-osasuna-jaOUJTzh/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Eibar - Osasuna,,Spain
1601768568-158,https://www.oddsportal.com/soccer/england/premier-league/,Sheffield Utd - Fulham,https://www.oddsportal.com/soccer/england/premier-league/sheffield-utd-fulham-OlSeJi2J/,Premier League,"Saturday, 17 Oct  2020, 14:00",Sheffield Utd - Fulham,,England
1601768066-70,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Waalwijk - Zwolle,https://www.oddsportal.com/soccer/netherlands/eredivisie/waalwijk-zwolle-lhevwkuM/,Eredivisie,"Today, 03 Oct  2020, 16:45",Waalwijk - Zwolle,Postponed,Netherlands
1601768488-144,https://www.oddsportal.com/soccer/england/championship/,Brentford - Preston,https://www.oddsportal.com/soccer/england/championship/brentford-preston-rJjZqz4C/,Championship,"Tomorrow, 04 Oct  2020, 13:00",Brentford - Preston,,England
1601768531-152,https://www.oddsportal.com/soccer/england/championship/,Blackburn - Cardiff,https://www.oddsportal.com/soccer/england/championship/blackburn-cardiff-IZD4Cpmn/,Championship,"Today, 03 Oct  2020, 14:00",Blackburn - Cardiff,Final result,England
1601768194-92,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Nacional - Belenenses,https://www.oddsportal.com/soccer/portugal/primeira-liga/nacional-belenenses-lvh6YFai/,Primeira Liga,"Tomorrow, 04 Oct  2020, 14:30",Nacional - Belenenses,,Portugal
1601767843-31,https://www.oddsportal.com/soccer/russia/premier-league/,Lokomotiv Moscow - Khimki,https://www.oddsportal.com/soccer/russia/premier-league/lokomotiv-moscow-khimki-nX6vnGdH/,Premier League,"Tomorrow, 04 Oct  2020, 11:00",Lokomotiv Moscow - Khimki,,Russia
1601768237-99,https://www.oddsportal.com/soccer/italy/serie-a/,Bologna - Sassuolo,https://www.oddsportal.com/soccer/italy/serie-a/bologna-sassuolo-rXJ70EgL/,Serie A,"Sunday, 18 Oct  2020, 10:30",Bologna - Sassuolo,,Italy
1601768296-110,https://www.oddsportal.com/soccer/italy/serie-a/,Udinese - AS Roma,https://www.oddsportal.com/soccer/italy/serie-a/udinese-as-roma-4tL31fvF/,Serie A,"Today, 03 Oct  2020, 18:45",Udinese - AS Roma,Final result,Italy
1601768093-74,https://www.oddsportal.com/soccer/germany/bundesliga/,B. Monchengladbach - Wolfsburg,https://www.oddsportal.com/soccer/germany/bundesliga/b-monchengladbach-wolfsburg-CvIkWlcU/,Bundesliga,"Saturday, 17 Oct  2020, 18:30",B. Monchengladbach - Wolfsburg,,Germany
1601768184-90,https://www.oddsportal.com/soccer/portugal/primeira-liga/,Famalicao - Rio Ave,https://www.oddsportal.com/soccer/portugal/primeira-liga/famalicao-rio-ave-nZDN9WMj/,Primeira Liga,"Tomorrow, 04 Oct  2020, 17:30",Famalicao - Rio Ave,,Portugal
1601767699-5,https://www.oddsportal.com/soccer/spain/laliga/,Getafe - Barcelona,https://www.oddsportal.com/soccer/spain/laliga/getafe-barcelona-8zJZImjb/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Getafe - Barcelona,,Spain
1601768600-164,https://www.oddsportal.com/soccer/england/premier-league/,Manchester Utd - Tottenham,https://www.oddsportal.com/soccer/england/premier-league/manchester-united-tottenham-l2dtbMED/,Premier League,"Tomorrow, 04 Oct  2020, 15:30",Manchester Utd - Tottenham,,England
1601767822-27,https://www.oddsportal.com/soccer/russia/premier-league/,Arsenal Tula - Ural,https://www.oddsportal.com/soccer/russia/premier-league/arsenal-tula-ural-niZPcDeT/,Premier League,"Saturday, 17 Oct  2020, 13:00",Arsenal Tula - Ural,,Russia
1601767694-4,https://www.oddsportal.com/soccer/spain/laliga/,Granada CF - Sevilla,https://www.oddsportal.com/soccer/spain/laliga/granada-cf-sevilla-69yONxxQ/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Granada CF - Sevilla,,Spain
1601768510-148,https://www.oddsportal.com/soccer/england/championship/,Reading - Watford,https://www.oddsportal.com/soccer/england/championship/reading-watford-j5VHfiIU/,Championship,"Today, 03 Oct  2020, 14:00",Reading - Watford,Final result,England
1601768504-147,https://www.oddsportal.com/soccer/england/championship/,Rotherham - Huddersfield,https://www.oddsportal.com/soccer/england/championship/rotherham-huddersfield-tUAREf3n/,Championship,"Today, 03 Oct  2020, 14:00",Rotherham - Huddersfield,Final result,England
1601767710-7,https://www.oddsportal.com/soccer/spain/laliga/,Celta Vigo - Atl. Madrid,https://www.oddsportal.com/soccer/spain/laliga/celta-vigo-atl-madrid-C8PQK9Lo/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Celta Vigo - Atl. Madrid,,Spain
1601768606-165,https://www.oddsportal.com/soccer/england/premier-league/,Wolves - Fulham,https://www.oddsportal.com/soccer/england/premier-league/wolves-fulham-rFhWKqMQ/,Premier League,"Tomorrow, 04 Oct  2020, 13:00",Wolves - Fulham,,England
1601768451-137,https://www.oddsportal.com/soccer/england/championship/,Brentford - Coventry,https://www.oddsportal.com/soccer/england/championship/brentford-coventry-n9IN7bDG/,Championship,"Saturday, 17 Oct  2020, 14:00",Brentford - Coventry,,England
1601767848-32,https://www.oddsportal.com/soccer/russia/premier-league/,Spartak Moscow - Zenit,https://www.oddsportal.com/soccer/russia/premier-league/spartak-moscow-zenit-st-petersburg-QHIVmxS4/,Premier League,"Today, 03 Oct  2020, 16:00",Spartak Moscow - Zenit,Final result,Russia
1601768403-129,https://www.oddsportal.com/soccer/france/ligue-1/,Nice - Nantes,https://www.oddsportal.com/soccer/france/ligue-1/nice-nantes-G84MfMll/,Ligue 1,"Today, 03 Oct  2020, 19:00",Nice - Nantes,Final result,France
1601767854-33,https://www.oddsportal.com/soccer/russia/premier-league/,Ural - CSKA Moscow,https://www.oddsportal.com/soccer/russia/premier-league/ural-cska-moscow-CEv13HRi/,Premier League,"Today, 03 Oct  2020, 13:30",Ural - CSKA Moscow,Final result,Russia
1601768072-71,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Vitesse - Heracles,https://www.oddsportal.com/soccer/netherlands/eredivisie/vitesse-heracles-6T5ZwVPF/,Eredivisie,"Today, 03 Oct  2020, 14:30",Vitesse - Heracles,Final result,Netherlands
1601767800-23,https://www.oddsportal.com/soccer/russia/premier-league/,Krasnodar - Rubin Kazan,https://www.oddsportal.com/soccer/russia/premier-league/krasnodar-rubin-kazan-0zXD0FBA/,Premier League,"Saturday, 17 Oct  2020, 13:00",Krasnodar - Rubin Kazan,,Russia
1601767715-8,https://www.oddsportal.com/soccer/spain/laliga/,Betis - Real Sociedad,https://www.oddsportal.com/soccer/spain/laliga/betis-real-sociedad-ld9FDhEI/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Betis - Real Sociedad,,Spain
1601767731-11,https://www.oddsportal.com/soccer/spain/laliga/,Barcelona - Sevilla,https://www.oddsportal.com/soccer/spain/laliga/barcelona-sevilla-zVn3v1Hr/,LaLiga,"Tomorrow, 04 Oct  2020, 19:00",Barcelona - Sevilla,,Spain
1601767944-48,https://www.oddsportal.com/soccer/usa/mls/,New England Revolution - Nashville SC,https://www.oddsportal.com/soccer/usa/mls/new-england-revolution-nashville-sc-ADCSh3XA/,MLS,"Today, 03 Oct  2020, 23:30",New England Revolution - Nashville SC,The match has already started.,USA
1601768408-130,https://www.oddsportal.com/soccer/france/ligue-1/,Lens - St Etienne,https://www.oddsportal.com/soccer/france/ligue-1/lens-st-etienne-tYpbfhw8/,Ligue 1,"Today, 03 Oct  2020, 15:00",Lens - St Etienne,Final result,France
1601768584-161,https://www.oddsportal.com/soccer/england/premier-league/,Chelsea - Southampton,https://www.oddsportal.com/soccer/england/premier-league/chelsea-southampton-pOvbG3Us/,Premier League,"Saturday, 17 Oct  2020, 14:00",Chelsea - Southampton,,England
1601768381-125,https://www.oddsportal.com/soccer/france/ligue-1/,Metz - Lorient,https://www.oddsportal.com/soccer/france/ligue-1/metz-lorient-dONk0rRQ/,Ligue 1,"Tomorrow, 04 Oct  2020, 13:00",Metz - Lorient,,France
1601767923-44,https://www.oddsportal.com/soccer/usa/mls/,Inter Miami - New York City,https://www.oddsportal.com/soccer/usa/mls/inter-miami-new-york-city-0GpE40WM/,MLS,"Tomorrow, 04 Oct  2020, 00:00",Inter Miami - New York City,,USA
1601768611-166,https://www.oddsportal.com/soccer/england/premier-league/,Arsenal - Sheffield Utd,https://www.oddsportal.com/soccer/england/premier-league/arsenal-sheffield-utd-0xOh7QiR/,Premier League,"Tomorrow, 04 Oct  2020, 13:00",Arsenal - Sheffield Utd,,England
1601767726-10,https://www.oddsportal.com/soccer/spain/laliga/,Alaves - Elche,https://www.oddsportal.com/soccer/spain/laliga/alaves-elche-xhSgIGam/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Alaves - Elche,,Spain
1601768082-72,https://www.oddsportal.com/soccer/germany/bundesliga/,Schalke - Union Berlin,https://www.oddsportal.com/soccer/germany/bundesliga/schalke-union-berlin-Y3NalWCb/,Bundesliga,"Sunday, 18 Oct  2020, 16:00",Schalke - Union Berlin,,Germany
1601768136-82,https://www.oddsportal.com/soccer/germany/bundesliga/,Wolfsburg - Augsburg,https://www.oddsportal.com/soccer/germany/bundesliga/wolfsburg-augsburg-nXWPygTh/,Bundesliga,"Tomorrow, 04 Oct  2020, 13:30",Wolfsburg - Augsburg,,Germany
1601768563-157,https://www.oddsportal.com/soccer/england/premier-league/,West Brom - Burnley,https://www.oddsportal.com/soccer/england/premier-league/west-brom-burnley-KKDRDVPt/,Premier League,"Saturday, 17 Oct  2020, 14:00",West Brom - Burnley,,England
1601767954-50,https://www.oddsportal.com/soccer/usa/mls/,Montreal Impact - Chicago Fire,https://www.oddsportal.com/soccer/usa/mls/montreal-impact-chicago-fire-pU9KIAYq/,MLS,"Today, 03 Oct  2020, 23:30",Montreal Impact - Chicago Fire,The match has already started.,USA
1601768018-61,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Willem II - Twente,https://www.oddsportal.com/soccer/netherlands/eredivisie/willem-ii-twente-6ksAj89L/,Eredivisie,"Saturday, 17 Oct  2020, 18:00",Willem II - Twente,,Netherlands
1601768024-62,https://www.oddsportal.com/soccer/netherlands/eredivisie/,Heracles - Waalwijk,https://www.oddsportal.com/soccer/netherlands/eredivisie/heracles-waalwijk-Sbr6ilfF/,Eredivisie,"Saturday, 17 Oct  2020, 18:00",Heracles - Waalwijk,,Netherlands
1601768162-87,https://www.oddsportal.com/soccer/germany/bundesliga/,Dortmund - Freiburg,https://www.oddsportal.com/soccer/germany/bundesliga/dortmund-freiburg-tzUHwFbt/,Bundesliga,"Today, 03 Oct  2020, 13:30",Dortmund - Freiburg,Final result,Germany
1601768269-105,https://www.oddsportal.com/soccer/italy/serie-a/,AC Milan - Spezia,https://www.oddsportal.com/soccer/italy/serie-a/ac-milan-spezia-fBwDvXW1/,Serie A,"Tomorrow, 04 Oct  2020, 16:00",AC Milan - Spezia,,Italy
1601768462-139,https://www.oddsportal.com/soccer/england/championship/,Blackburn - Nottingham,https://www.oddsportal.com/soccer/england/championship/blackburn-nottingham-4QQ6BtEi/,Championship,"Saturday, 17 Oct  2020, 14:00",Blackburn - Nottingham,,England
1601767891-38,https://www.oddsportal.com/soccer/usa/mls/,Portland Timbers - Colorado Rapids,https://www.oddsportal.com/soccer/usa/mls/portland-timbers-colorado-rapids-Q5OY4f8F/,MLS,"Thursday, 05 Nov  2020, 02:00",Portland Timbers - Colorado Rapids,,USA
1601768424-132,https://www.oddsportal.com/soccer/england/championship/,Wycombe - Millwall,https://www.oddsportal.com/soccer/england/championship/wycombe-millwall-ENfZ29Rl/,Championship,"Saturday, 17 Oct  2020, 14:00",Wycombe - Millwall,,England
1601767779-20,https://www.oddsportal.com/soccer/spain/laliga/,Valladolid - Eibar,https://www.oddsportal.com/soccer/spain/laliga/valladolid-eibar-va1XqNgL/,LaLiga,"Today, 03 Oct  2020, 11:00",Valladolid - Eibar,Final result,Spain
1601768013-60,https://www.oddsportal.com/soccer/netherlands/eredivisie/,AZ Alkmaar - Venlo,https://www.oddsportal.com/soccer/netherlands/eredivisie/az-alkmaar-venlo-0CtEkSOR/,Eredivisie,"Saturday, 17 Oct  2020, 19:00",AZ Alkmaar - Venlo,,Netherlands
1601768579-160,https://www.oddsportal.com/soccer/england/premier-league/,Leicester - Aston Villa,https://www.oddsportal.com/soccer/england/premier-league/leicester-aston-villa-lGyFCLT6/,Premier League,"Saturday, 17 Oct  2020, 14:00",Leicester - Aston Villa,,England
1601768446-136,https://www.oddsportal.com/soccer/england/championship/,Luton - Stoke,https://www.oddsportal.com/soccer/england/championship/luton-stoke-city-SQMoCD42/,Championship,"Saturday, 17 Oct  2020, 14:00",Luton - Stoke,,England
1601768392-127,https://www.oddsportal.com/soccer/france/ligue-1/,Bordeaux - Dijon,https://www.oddsportal.com/soccer/france/ligue-1/bordeaux-dijon-p6Bv3ps8/,Ligue 1,"Tomorrow, 04 Oct  2020, 13:00",Bordeaux - Dijon,,France
1601767742-13,https://www.oddsportal.com/soccer/spain/laliga/,Levante - Real Madrid,https://www.oddsportal.com/soccer/spain/laliga/levante-real-madrid-ATCUP12k/,LaLiga,"Tomorrow, 04 Oct  2020, 14:00",Levante - Real Madrid,,Spain
1601768440-135,https://www.oddsportal.com/soccer/england/championship/,Middlesbrough - Reading,https://www.oddsportal.com/soccer/england/championship/middlesbrough-reading-MPFfAiZE/,Championship,"Saturday, 17 Oct  2020, 14:00",Middlesbrough - Reading,,England
1601768301-111,https://www.oddsportal.com/soccer/italy/serie-a/,Sassuolo - Crotone,https://www.oddsportal.com/soccer/italy/serie-a/sassuolo-crotone-MHVb2zP8/,Serie A,"Today, 03 Oct  2020, 13:00",Sassuolo - Crotone,Final result,Italy
1601768312-112,https://www.oddsportal.com/soccer/france/ligue-1/,Strasbourg - Lyon,https://www.oddsportal.com/soccer/france/ligue-1/strasbourg-lyon-faPe9L3s/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Strasbourg - Lyon,,France
1601767736-12,https://www.oddsportal.com/soccer/spain/laliga/,Cadiz CF - Granada CF,https://www.oddsportal.com/soccer/spain/laliga/cadiz-granada-cf-dQ8QQsmq/,LaLiga,"Tomorrow, 04 Oct  2020, 16:30",Cadiz CF - Granada CF,,Spain
1601768387-126,https://www.oddsportal.com/soccer/france/ligue-1/,Brest - Monaco,https://www.oddsportal.com/soccer/france/ligue-1/brest-monaco-OdAr24dE/,Ligue 1,"Tomorrow, 04 Oct  2020, 13:00",Brest - Monaco,,France
1601767816-26,https://www.oddsportal.com/soccer/russia/premier-league/,CSKA Moscow - Dynamo Moscow,https://www.oddsportal.com/soccer/russia/premier-league/cska-moscow-dynamo-moscow-vRVHaZQG/,Premier League,"Saturday, 17 Oct  2020, 13:00",CSKA Moscow - Dynamo Moscow,,Russia
1601768467-140,https://www.oddsportal.com/soccer/england/championship/,Birmingham - Sheffield Wed,https://www.oddsportal.com/soccer/england/championship/birmingham-sheffield-wed-M11M3Ufo/,Championship,"Saturday, 17 Oct  2020, 14:00",Birmingham - Sheffield Wed,,England
1601767720-9,https://www.oddsportal.com/soccer/spain/laliga/,Ath Bilbao - Levante,https://www.oddsportal.com/soccer/spain/laliga/ath-bilbao-levante-b7G2GfUa/,LaLiga,"Sunday, 18 Oct  2020, 15:00",Ath Bilbao - Levante,,Spain
1601768349-119,https://www.oddsportal.com/soccer/france/ligue-1/,Lille - Lens,https://www.oddsportal.com/soccer/france/ligue-1/lille-lens-6ccZiKY6/,Ligue 1,"Saturday, 17 Oct  2020, 18:00",Lille - Lens,,France
1601768525-151,https://www.oddsportal.com/soccer/england/championship/,Luton - Wycombe,https://www.oddsportal.com/soccer/england/championship/luton-wycombe-U9Pi2HJt/,Championship,"Today, 03 Oct  2020, 14:00",Luton - Wycombe,Final result,England
